BBL,BldgClass,LotArea,BldgArea,HistDist,Landmark,OwnerName
1014090021,D6,7026,71189,Upper East Side Historic District Ext.,,145 EAST 74 OWNER LLC
1014090023,A4,1890,4608,Upper East Side Historic District Ext.,,"TSO, CECILIA"
1014090027,A4,2043,6480,,,"LORENC, PAUL Z. M.D."
1014090028,C0,2043,4800,,,"LEMCHEN, DEBORAH"
1014090029,C0,2043,5600,,,JAKOBSON BARBARA
1014090030,S5,2043,5175,,,169 E. 74
1014090031,C7,2554,11076,,,CROSS VILLAGE INC
1014090032,D4,2554,9465,,,173-174 OWNERS CORP
1014090033,D4,7666,107600,,,175 E 74 STREET CORP
1014090040,D4,12766,162750,,,196 OWNERS CORP
1014090042,D6,5108,40249,,,EDR ASSETS LLC
1014090043,D4,3831,16870,,,188 EAST 75 OWNERS CP
1014090045,A4,1916,5400,,,"TOWNHOUSE 75TH, LLC"
1014090046,B3,1839,5400,,,"LAWRENCE, PETER DAVID"
1014090047,A4,1635,4000,,,"LOWENGRUB, LEONARD"
1014090048,A4,1839,5710,Upper East Side Historic District Ext.,,"MEISTER, KEITH"
1014090049,A4,1839,8488,Upper East Side Historic District Ext.,,FIVE O CAPITAL LLC
1014090050,A4,1839,6958,Upper East Side Historic District Ext.,,"GRANT, HAYIM"
1014090051,C0,1839,4838,Upper East Side Historic District Ext.,,CV STARR & CO INC AND
1014090052,S1,944,4327,Upper East Side Historic District Ext.,,1055 LEXINGTON AVENUE
1014090053,C7,1870,6800,Upper East Side Historic District Ext.,,1043-1049 LEXINGTON
1014090061,D4,8735,56500,Upper East Side,,"75TH STREET APT., INC"
1014090068,M1,10217,36980,Upper East Side,,TEMPLE ISRAEL OF NYC
1014090069,D4,8330,101056,Upper East Side,,"815 PARK AVE OWNERS,"
1014090072,C0,1875,23499,Upper East Side,,813 PARK AVENUE HOLDI
1014090111,B3,1737,3264,Upper East Side,,REED INTERNATIONAL PR
1014090127,C2,2043,5117,,,"163 EAST 74TH, LLC"
1014090144,C6,1912,4512,,,DONOHUE LILLY
1014090146,A4,1635,4900,,,HOPE. E. ROTHSCHILD A
1014090149,S2,1839,7544,Upper East Side Historic District Ext.,,SAGGESE FRANCESCO
1014090152,K4,926,3465,Upper East Side Historic District Ext.,,1053 LEXINGTON AVENUE
1014090153,K2,944,1785,Upper East Side Historic District Ext.,,POLLCO
1014090154,K4,935,3401,Upper East Side Historic District Ext.,,SJ LEXINGTON ASSOCIAT
1014097501,RM,7050,53744,,,OWNER / AGENT
1014097502,RM,14624,128588,Upper East Side Historic District Ext.,,130 E 75 STREET OWNER
1014097503,RM,6170,4174,Upper East Side Historic District Ext.,,135 EAST 74TH CONDOMI
1014100001,D9,2717,13469,Upper East Side,,GRAN SABANA CORP N V
1014100005,D4,9842,64853,Upper East Side,,103 EAST 75TH ST APT
1014100009,D4,5482,36301,Upper East Side,,111 TENANTS CORP
1014100011,G1,7152,21770,Upper East Side,,"DUBOW, BRUCE F/B/O"
1014100014,D4,8684,103004,,,LEX OWNERS CORP
1014100023,C7,3995,19970,Upper East Side Historic District Ext.,,1057 LEXINGTON LLC
1014100024,D4,3848,13040,Upper East Side Historic District Ext.,,157 E75 ST CP
1014100026,W2,15197,34800,Upper East Side Historic District Ext.,,EGLISE ST JEAN BAP RC
1014100033,D6,12260,191549,,,JOSHUA BAILY SHIPPING
1014100040,K2,4087,8174,,,METAL LATHERS HOLDING
1014100042,M4,10217,21339,,,FATHERS BLESSED SACRA
1014100053,M1,19922,19000,,ST. JEAN BAPTISTE R.C. CHURCH,EGLISE ST JEAN BAP RC
1014100064,O7,8888,65482,,,LENOX HILL HOSPTL
1014100065,A4,3270,13284,Upper East Side,,118-120 EAST 76 LLC
1014100066,A4,3474,14216,Upper East Side,,114-116 EAST 76 LLC
1014100068,A4,3678,15013,Upper East Side,,110-112 EAST 76 LLC
1014100069,D4,11716,103360,Upper East Side,,829 PARK AVE CORPORAT
1014107501,RM,11851,23092,,,136 COMMERCIAL ASSOC
1014107502,RM,5689,3432,Upper East Side Historic District Ext.,,OWNER / AGENT
1014107503,RM,8684,133729,,,KIM GOERLITZ
1014107504,R4,6000,52480,Upper East Side,,
1014110001,I1,81503,775241,,,LENOX HILL HOSPITAL
1014110023,D4,20297,182015,,,QUEEN ANNE APARTMENT
1014110031,D5,5245,24206,,,BERDAR EQUITIES LLC
1014110033,C7,1463,7312,,,1330 THIRD AVE CORP
1014110034,C7,2550,10525,,,NBZ 3RD AVE LLC
1014110040,D4,17875,195441,,,"PRESENT, LAWRENCE"
1014110053,D4,17368,190358,,,150 E 77 ST CORP
1014110113,S3,1250,4800,,,LENOX HILL HOSPITAL
1014110132,S3,524,2097,,,"GAFANOVICH, MARINA"
1014110133,S1,586,6312,,,197 EAST 76 STREET LL
1014117501,R4,7151,62074,,,
1014117502,RM,12770,84263,,,DIAMOND CONDOMINUM
1014120001,D4,5116,55758,Upper East Side,,863 PARK AVENUE INC
1014120005,M1,10217,6600,,,8TH CHURCH OF CHRIST
1014120009,O9,2554,5850,,,LENOX HILL HOSPITAL
1014120010,O9,2554,5850,,,LENOX HILL HOSPITAL
1014120011,I1,2554,5708,,,LENOX HILL HOSPTL
1014120012,D3,5108,29500,,,"PLOTNIK, ALAN"
1014120016,D7,3065,16890,,,"COWING, MARIE A DECD"
1014120020,S9,1190,3200,,,1111 LEXINGTON AVENUE
1014120021,S9,1167,4760,,,TSOUMPAS BROTHERS CO
1014120022,S9,2462,8300,,,1101 LEX LLC
1014120023,D7,5108,22422,,,QUALITY PROPTIES INC
1014120025,G1,7662,45900,,,ARDSLEY GARAGE COMPAN
1014120028,C1,2554,8615,,,LRC-167 EST 77TH STRE
1014120029,D7,5108,23925,,,171 EAST 77TH STREET
1014120045,C6,2554,9615,,,166 TENANTSCORP.
1014120046,D1,2554,11538,,,ALPLOMAR REALTY CORP
1014120047,O5,1916,9007,,,EAST 78TH STREET OWNE
1014120048,A4,1916,5745,,,"WEBERG, PAAL K"
1014120049,A4,1916,5760,,,156 EAST 78 STRLTY CR
1014120050,A4,1916,5402,,,MG DOLPHIN LLC
1014120051,B1,1916,3528,,,MG DOLPHIN LLC
1014120052,O7,1503,4512,,,GERALD LEFCOURT P C
1014120053,K4,1443,5472,,,STRATFORD LAND DEV. C
1014120057,C7,3916,21581,,,"COWING, MARIE A DECD"
1014120058,W3,12300,23249,Upper East Side,,THE ALLEN STEVENSON S
1014120061,B1,1839,3510,Upper East Side,,THE ALLEN-STEVENSON S
1014120062,A4,3678,18590,Upper East Side,,122 EAST 78TH STREET
1014120063,B1,1839,8316,Upper East Side,,RICHARD SNYDER
1014120064,B1,1839,2952,Upper East Side,,CROWN WISTERIA INC
1014120065,S1,1839,3060,Upper East Side,,JACQUES BLINBAUM
1014120066,A4,1703,4816,Upper East Side,,"KOOYKER, WILLEM"
1014120067,S1,1771,4450,Upper East Side,,"BODNAR, ANNE D"
1014120068,S1,1839,4344,Upper East Side,,"LAZARUS , TRUSTEE, GE"
1014120071,D4,15316,158445,Upper East Side,,879 PARK AVE CORPORAT
1014120120,S9,1167,3300,,,1109 LEXINGTON AVENU
1014120121,K4,1167,3669,,,TSOUMPAS 1105 EQUITIE
1014120148,A4,1916,3456,,,SPOHLER BRUCE
1014120151,C6,1916,3900,,,LORETTO REALTY CORP
1014120153,K4,1016,3670,,,KAYELEY LLC
1014120164,C5,1840,7281,Upper East Side,,"CHAN, ALFRED K.T."
1014120167,A4,1839,5436,Upper East Side,,"CONDO, ANNA"
1014127501,RM,8173,56487,,,OWNER / AGENT
1014127502,RM,17304,184211,,,NORRIE CORPORATION
1014127503,R4,10260,72438,,,177 EAST 77TH ST COND
1014130001,D4,15350,171207,Upper East Side,,885 PARK AVE CORP
1014130004,D4,2575,29000,Upper East Side,,891 PARK AVE CORP
1014130008,A4,1907,6321,Upper East Side,,"RATNER, BRUCE C"
1014130009,A4,1907,5253,Upper East Side,,"YOUNG III, GEORGE H"
1014130010,C0,1907,4760,Upper East Side,,GEORGE A KELLNER
1014130011,A4,1907,4928,Upper East Side,,"WHITE, MARY"
1014130012,S1,1907,4116,Upper East Side,,"MESSER, JULIO"
1014130013,B1,1916,3857,Upper East Side,,"DIMANCESCU, MIHAI"
1014130014,B1,1745,3536,Upper East Side,,FAVA LOUIS
1014130016,K9,6470,17184,,,"78 COMPANY,"
1014130020,D7,3122,20257,,,CONTOR ASSOCIATES
1014130022,V1,2629,0,,,"78 RPM OWNER, LLC"
1014130023,V1,2554,0,,,78 RPM OWNER LLC
1014130024,B1,1839,2880,,157 EAST 78 STREET HOUSE,S STINOR GIMBEL
1014130025,A4,1839,2736,,161 EAST 78 STREET HOUSE,"THOMSON, JOHN"
1014130026,A4,3678,5670,,165 EAST 78 STREET HOUSE,HEXNER THOMAS S
1014130027,D4,7458,55883,,,169 EAST 78TH STREET
1014130030,A4,1890,2960,,,"GOLDIE, ROBERT H. AST"
1014130031,A4,1890,2960,,,EB 177 LLC
1014130033,C7,2567,10489,,,1374 3 AVE INC
1014130034,C7,2550,8936,,,1376 THIRD AVENUE LLC
1014130035,C7,2550,10047,,,"(NON-RESIDENT ALIEN),"
1014130036,C7,2550,13343,,,"1380 PROPERTIES,"
1014130040,D4,21071,243000,,,THIRD COLONY CORP
1014130045,D4,4470,51988,,,170 TENANTS CORP
1014130050,D4,10216,103835,,,156 E 79 ST CP
1014130051,K4,1360,4080,,,LEX JAY RLTY CORP
1014130052,K4,1088,3776,,,MONTROSE ASSOCIATES L
1014130053,K7,1224,2448,,,"HEADINGTON OWNERS, L"
1014130056,K4,2043,7327,,,"78 COMPANY,"
1014130057,D4,9297,107231,,,136 E 79 ST CORPC/O B
1014130064,D4,7253,77953,,,120 E 79 ST CORP
1014130071,D4,15961,216186,Upper East Side,,PARK SEVENTY-NINTH CO
1014130108,A4,1907,5400,Upper East Side,,"MICHAEL A. PETERSON ,"
1014130111,A4,1907,3600,Upper East Side,,"SMITH, ELIZABETH  W"
1014130120,S2,1400,5248,,,1129 LEXINGTON AVENUE
1014130124,A4,1839,2052,,159 EAST 78 STREET HOUSE,THOMAS CLARK BARRON
1014130152,K4,1088,3541,,,MONTROSE ASSOCIATES L
1014130153,S9,1196,3500,,,1133 LEXINGTON AVE RL
1014130154,K2,1196,2169,,,ANA DEVELMNT CORP
1014137501,R4,6743,63158,,,THE BELGRAVIA CONDO
1014137502,R4,2554,7543,,,
1014140001,K7,1607,7444,,,ELIAS ON THIRD LLC
1014140005,K2,1506,1906,,,"207 EAST, LLC"
1014140006,K9,2510,5154,,,211 EAST 59TH STREET
1014140007,S5,2510,5540,,,CHOSEN EQUITIES CO
1014140008,S4,2510,7960,,,FOX 215 REALTY LLC
1014140009,S5,2511,7400,,,59 ST REALTY LLC
1014140010,S2,2209,4800,,,"GAK PROPERTIES, LLC"
1014140011,S1,2209,4800,,,"GAK PROPERTIES, LLC"
1014140012,K4,2100,7183,,,223 EAST 59TH STREET
1014140013,D6,5316,25400,,,227-229 E 59TH ST ASS
1014140016,C7,2510,7550,,,PENN PROPERTIES LLC
1014140017,D6,11380,39097,,,59 ST.ASSOCIATES
1014140030,D4,4020,15910,,,244 E 60 ST OWNRS COR
1014140032,K4,1339,4776,,,27 GROVE CORP
1014140033,K4,2008,4560,,,LINDSTRAND INTERNATIO
1014140035,M1,7244,5035,,,ALL SAINTS CHURCH
1014140036,M3,1930,4024,,,PROT EPIS CHUR ST THO
1014140043,S3,1932,4112,,,210 EAST 60 ST. LLC
1014140044,K4,1808,4075,,,"P.T.Z. REALTY, LLC"
1014140045,K4,1633,6400,,,260-264 REALTY L.L.C.
1014140048,J2,7907,15800,,,SUTTON HILL PROPERTIE
1014140105,C7,1506,5611,,,E.G.A ASSOCIATES INC
1014140112,K9,1975,2754,,,BMB INVESTMENT CORP.
1014140120,C7,3013,11065,,,CINFIORS LTD
1014140131,S1,1339,4000,,,240 EAST 60 REALTY LL
1014140133,M3,2008,4560,,,PROT EPIS CHUR ST THO
1014140143,S9,1932,5500,,,208 EAST 60 ST. LLC
1014140144,K9,502,2000,,,260-264 REALTY L.L.C.
1014140145,K9,502,2000,,,260-264 REALTY L.L.C.
1014147501,RM,13496,98288,,,220 E 60TH ST CONDO
1014147502,RM,8434,97321,,,
1014147503,RM,4017,40068,,,
1014150005,S4,2008,4620,,,3RD AND 60TH ASOCIATE
1014150006,C7,2010,5400,,,3RD AND 60TH ASOCIATE
1014150007,C7,4016,10100,,,3RD AND 60TH ASOCIATE
1014150009,D7,4017,15561,,,"D'AGOSTINO, JANE"
1014150010,O9,2008,5440,,,219 EAST 60TH STREETP
1014150011,C7,2010,6720,,,"221 EAST 60TH STREET,"
1014150012,S9,2008,6500,,,GIONY LLC
1014150013,C7,2008,7040,,,V LA MANNA
1014150014,K4,2008,5540,,,BATIREST 229 LLC
1014150015,S5,2008,5100,,,P
1014150016,C2,2159,5618,,,NANCY S EYERMAN SHUBE
1014150017,S9,1858,6042,,,"ELSA ZEGELSTEIN, TRUS"
1014150018,K4,2159,7784,,,"SCHINDERMAN, HERBERT"
1014150019,O9,2008,5120,,,DE LA PUENTE PROPERTI
1014150020,S4,2008,4732,,,243 EAST 60TH STREET
1014150021,D7,16066,103304,,,SP 1143 SECOND LLC
1014150029,M3,8034,21360,Treadwell Farm,,TRINITY BAPTIST CHURC
1014150031,B1,2008,4664,Treadwell Farm,,PALFORD REAL ESTATE I
1014150032,B3,2008,5084,Treadwell Farm,,238 61ST LLC
1014150033,B1,2008,3750,Treadwell Farm,,236 EAST 61
1014150034,A4,2008,4600,Treadwell Farm,,STERLINGRIDGE HOLDING
1014150035,C4,2008,5550,Treadwell Farm,,"D'AGOSTINO, JANE"
1014150036,A4,2008,6848,Treadwell Farm,,"ARONOW, MARSHALL H"
1014150037,A4,2008,4000,Treadwell Farm,,"NYARADY, CATHERINE"
1014150038,A9,2008,4032,Treadwell Farm,,SIMPSON ROBERT
1014150039,B3,2008,4000,Treadwell Farm,,"MC CAFFERY, SELIGMAN"
1014150040,S2,2008,3000,Treadwell Farm,,TERI-CO ASSOCIATES
1014150041,A4,1657,3200,Treadwell Farm,,HELBURN SUSAN N
1014150042,B1,1707,3869,Treadwell Farm,,LEK SAMUEL F
1014150043,A7,1707,4420,Treadwell Farm,,FLORANAMEL LLC
1014150044,A4,1707,5101,Treadwell Farm,,"HARARY, MICHAEL"
1014150105,K4,2008,6360,,,3RD AND 60TH ASOCIATE
1014150112,S5,2008,6100,,,CALVIN STEPHEN RLTYIN
1014150117,S9,1858,6480,,,THE ELSA ZEGELSTEIN R
1014150120,S9,2008,4760,,,TRITO  LLC
1014150121,S2,2008,4500,,,DCD PROPERTIES LLC
1014150134,B1,2008,5720,Treadwell Farm,,232 E 61 STREET LLC
1014150138,B3,2008,4200,Treadwell Farm,,"PERAZZI, EDOARDO"
1014150141,B3,1657,3300,Treadwell Farm,,VINCENT J GALLO
1014150143,C3,1707,4285,Treadwell Farm,,"COHEN, CHARLES"
1014157501,RM,19983,251954,,,OWNER / AGENT
1014160001,C7,1831,10930,,,201 EAST 61 LLC
1014160002,D6,20128,241274,,,"200 EAST 62ND OWNER,"
1014160005,B1,2008,5230,Treadwell Farm,,ALTSCHUL JR ARTHUR G
1014160006,B3,2008,4000,Treadwell Farm,,ANTONUCCI PETER A
1014160007,A4,1808,4439,Treadwell Farm,,"BRACKETT, SCOTT E"
1014160008,A4,1808,4750,Treadwell Farm,,DON COLEMAN ADVERTISI
1014160009,B1,1808,3375,Treadwell Farm,,"FORGETTE, SIMON"
1014160010,A4,1808,4455,Treadwell Farm,,RAPHAEL SALLY J
1014160012,D1,9675,39510,Treadwell Farm,,CROYDON ESTATES INC
1014160015,A4,2008,4720,Treadwell Farm,,"ROOSEVELT, ANDREW E.1"
1014160016,B1,2008,5640,Treadwell Farm,,"LOEB, JOHN L JR"
1014160017,B3,2008,5400,Treadwell Farm,,"ASHFORD, NICKOLAS"
1014160018,A4,2008,5000,Treadwell Farm,,243 EAST 61ST STREET
1014160019,B1,1690,3932,Treadwell Farm,,IRIS R SLATER
1014160020,A4,1690,3731,Treadwell Farm,,"SOLOMON, YRIS R"
1014160021,D9,3200,13413,,,255-257 EAST 61ST ST
1014160023,S9,1796,6109,,,1165 2ND AVE CORP
1014160024,S9,2142,5700,,,HARLINGTON REALTY CO
1014160025,S9,1920,6136,,,E G E ASSOCIATES
1014160026,C7,3840,14039,,,HALLE CAPITAL LLC
1014160028,S5,1470,4780,,,FIVE MILL ENTERPRISES
1014160029,A4,1707,4211,Treadwell Farm,,"LEDOUX, STEPHEN S"
1014160030,A4,1607,2700,Treadwell Farm,,244 EAST 62ND STREET
1014160031,A4,2008,4080,Treadwell Farm,,MEYER LEONORE
1014160032,A4,2008,4960,Treadwell Farm,,62ND STREET PROPERTIE
1014160033,A4,2008,3675,Treadwell Farm,,BERTAGNA ROBERT D
1014160034,A9,2008,3675,Treadwell Farm,,"ABRAHAM, NANCY"
1014160035,A4,1900,3360,Treadwell Farm,,"ESTATE OF JOHN YONKE,"
1014160036,A4,1900,3360,Treadwell Farm,,MAI YI FEI LLC
1014160037,A4,1900,3360,Treadwell Farm,,"DINEEN , JOAN  G"
1014160038,A4,2008,4369,Treadwell Farm,,"FRANGENBERG, KATERINA"
1014160039,A4,1883,5700,Treadwell Farm,,POPE WILLIAM M JR
1014160040,A4,1883,5003,Treadwell Farm,,"SULLIVAN, JOHN F"
1014160041,A4,1883,4332,Treadwell Farm,,"OBERMAN, BRIAN J"
1014160042,A4,1883,4392,Treadwell Farm,,THE JAMES D. SOLOMON
1014160043,B1,1883,4332,Treadwell Farm,,ANWAR S SOLIMAN
1014160105,S1,2010,4650,Treadwell Farm,,205 E 61ST ST ASSOC L
1014160107,A4,1808,4275,Treadwell Farm,,MICHAEL R KOPLIK
1014160110,A4,1808,4335,Treadwell Farm,,221 EAST 61ST HOLDING
1014160116,B9,2008,5200,Treadwell Farm,,MORRA RESIDENCE LLC
1014160119,A4,1690,4208,Treadwell Farm,,"ADLEY,MARK,A"
1014160120,S2,1958,4011,,,"PETRO 61ST, LLC"
1014160121,A4,1386,3160,,,"MCCAFFERY,SELIGMAN &E"
1014160127,M3,3414,7178,,,CATHOLIC NEAR EAST WE
1014160130,A4,1607,4239,Treadwell Farm,,"GRANVILLE-SMITH, DAVI"
1014160132,C0,2008,3600,Treadwell Farm,,MFT ASSOCIATES LLC
1014160136,B3,1900,3360,Treadwell Farm,,"BIER, SIDNEY"
1014160140,A4,1883,4332,Treadwell Farm,,GROSSMAN SEMONE
1014160143,A4,1883,4332,Treadwell Farm,,208 E 62 STREET ASSOC
1014170001,D4,11907,163496,,,WALLACK MANAGEMENT CO
1014170006,A4,1866,4044,Treadwell Farm,,"ROME, TODD"
1014170007,A4,1866,3708,Treadwell Farm,,"STEINBERG, JONATHAN"
1014170008,A4,1866,2700,Treadwell Farm,,NAPARSTEK SIMON
1014170009,A4,1858,3600,Treadwell Farm,,217 TRUST UTA JANUARY
1014170010,A4,1121,3568,Treadwell Farm,,"MATERA, SIMI J"
1014170011,B3,1121,3068,Treadwell Farm,,D'ULL WALTER
1014170012,A4,1121,2711,Treadwell Farm,,BART D REISS
1014170013,C3,1121,3420,Treadwell Farm,,THE REPUBLIC OF FRANC
1014170014,B3,1121,3068,Treadwell Farm,,E.L. 27 REALTY LLC
1014170015,A4,1674,5548,Treadwell Farm,,"HOLZER, CHARLES RUSTI"
1014170016,M3,1674,4050,Treadwell Farm,,RC CHUR OUR LADY OF P
1014170017,M1,5021,4788,Treadwell Farm,,RC CHUR OUR LADY OF P
1014170019,C4,2510,11922,Treadwell Farm,,TRAFALGAR 62 LLC
1014170020,C4,2510,11922,Treadwell Farm,,TRAFALGAR 62 LLC
1014170021,C7,1779,9658,,,"253 EAST 62ND STREET,"
1014170022,V1,8765,0,,,"MOLUKA ENTERPRISES,"
1014170028,D6,15564,207284,,,BLAIR HOUSE PROPERTIE
1014170031,A4,2510,11800,,,ROTH & SONS NEW YORK
1014170032,D9,2510,12200,,,230 E 63RD ASSOCIATES
1014170035,D6,24750,177143,,,"63RD STREET OWNER, LL"
1014170041,A4,2510,5856,,,GREENACRES MANAGEMENT
1014170042,D4,5020,35104,,,210 E 63RD ST OWNERS
1014170044,M9,2510,12121,,,BUDDHIST SOCIETY FOR
1014170045,D7,5294,26940,,,"63 COMPANY, L.L.C."
1014170047,O9,5250,27000,,,63RD & 3RD NYC LLC
1014170105,A4,1866,3756,Treadwell Farm,,LESLIE T CHAO
1014170106,C2,1866,5218,Treadwell Farm,,"ROOT TREE 211, LLC"
1014170110,A4,1121,3068,Treadwell Farm,,221 EAST 62ND STREET
1014170113,A4,1121,4312,Treadwell Farm,,HUGH J. LAWSON
1014170115,C0,1674,4050,Treadwell Farm,,"HORTON, JAMES B"
1014177501,R1,0,0,,,
1014180001,D4,13055,158500,,,205 EAST 63RD STREET
1014180006,I1,14877,263521,,,MAN EYE EAR & THROAT
1014180007,W1,10226,42000,,,NYC DEPARTMENT OF EDU
1014180011,D6,12552,105282,,,GREENPOINT-GOLDMAN CO
1014180021,D6,38500,566083,,,REGENCY TOWERS LLC
1014180031,C7,2510,14117,,,MYEROWTZ/SATZ RLTY CO
1014180032,I1,17572,103000,,,
1014180045,D6,13054,174273,,,64TH STREET-THIRD AVE
1014190010,HS,12552,0,,,DENIHAN OWNERSHIP COM
1014197501,RM,20100,181711,,,250 E 65TH OPERATING
1014197502,RM,46191,458574,,,200-210 E. 65TH ST CO
1014197503,RM,43683,343069,,,JANOFF & OLSHAN INC
1014207501,RM,98108,844859,,MANHATTAN HOUSE,MANHATTAN HOUSE CONDO
1014210001,D4,20083,272440,,,20166 TENANTS CORP
1014210005,D7,41170,170424,,,MANHATTAN EAST REALTY
1014210021,D6,40168,490652,,,"TOWNHOUE COMPANY,"
1014210037,D4,12050,100600,,,220 E 67 OWNERS CORP
1014210042,C7,4519,19374,,,"M.M.B. ASSOCIATES, 67"
1014210044,C7,4519,19374,,,"M.M.B. ASSOCIATES, 67"
1014220001,K2,2542,12250,,,1151 THIRD AVENUE LLC
1014220002,C7,7500,38375,,,MMB THIRD AVE LLC
1014220005,O5,22650,149484,,,FOX TELEVISION STATIO
1014220016,M1,2773,5869,,,ZEN STUDIES SOCIETYIN
1014220017,O9,2773,5294,,,"CARRIAGE HOUSE ANNEX,"
1014220018,K4,2773,8650,,,"SBM ASSOCIATES, INC."
1014220019,C4,2500,13770,,,STONE HOME LLC
1014220021,D6,24268,348130,,,"254 EAST 68TH STREET,"
1014220030,A4,1674,5440,,,"HADDAD, CYNTHIA"
1014220031,A4,1667,4600,,,KONECKY RONALD S
1014220032,A4,1667,3072,,,"KOLIN, TALIA"
1014220033,A4,1817,3456,,,"ARPAIA, UMBERTO"
1014220034,S1,1817,5180,,,MERRYFIELDS 240 ASSOC
1014220035,A4,1817,3528,,,A & X REALTY CORP
1014220036,A4,1817,3456,,,RICHARD RABKIN QUALIF
1014220037,A4,1817,3456,,,"YARAGHI, NICOLE"
1014220038,A4,1817,3456,,,SOLOMON J. FOX REVOCA
1014220039,A5,1817,6767,,,JRL 68 LLC
1014220040,O8,1833,4258,,,222 EAST
1014220048,D6,21087,243802,,,ISTA HOLDING CO INC
1014220129,A4,1674,3585,,,"LEVEE, BARBARA POE"
1014220131,A4,1667,3072,,,REIN HERBERT M
1014220134,A4,1817,3456,,,"238 EAST 68TH ST, LLC"
1014220136,B9,1817,3456,,,"THREE S VENTURES,"
1014220139,B3,1817,3456,,,LAURA ADAMS M
1014227501,RM,5255,27415,,,
1014230010,D6,80333,938324,,,215 EAST 68TH STREETL
1014237501,RM,42175,366603,,,TRUMP PALACE CONDOMIN
1014240001,D6,20115,316500,,,201 EAST 69 LLC
1014240004,D6,5589,32500,,,201 EAST 69 LLC
1014240006,D4,11246,82306,,,205 69 SR APTS INC
1014240010,D3,19079,163875,,,219 EAST 69TH STREET
1014240017,C5,2510,10050,,,"KOSTAKIS, KONSTANTINO"
1014240021,U7,2034,0,,,235 MANAGEMENT
1014240022,U7,2000,0,,,1315 SECOND REALTY LL
1014240029,D1,10042,41898,,,HARLINGTON PROPERTIES
1014240033,C4,2510,8048,,,224 EAST 70TH STREET
1014240034,I9,5624,74946,,,HOWARD HUGHES MEDL IN
1014240037,C4,2814,13359,,,TOCKWOOTEN ASSOCIATES
1014240038,N2,2812,8880,,,HEARTSEASE HOME INC
1014240041,D4,5624,27888,,,208 OWNERS CORP
1014240043,C5,2812,8405,,,EAST PIERRE ASSOCIAT
1014240128,D8,2510,17415,,,234 EAST 70TH REALTY
1014247501,RM,19564,23051,,,RCC 304 E. 72 OWNERSH
1014247502,RM,2812,7158,,,
1014247503,RM,2812,10004,,,
1014247504,R1,2510,13403,,,
1014250001,D6,19075,265980,,,BERDAR EQUITIES & FAM
1014250005,D6,43000,488474,,,211 EAST 70TH STREETL
1014250013,Z3,11046,22970,,,U S GOVERNMENT OWNED
1014250017,D6,11849,83220,,,SUPREME COMPANY I
1014250025,C7,1794,7475,,,1341 LLC
1014250026,C7,1800,7500,,,71ST STREET PROPERTIE
1014250027,C7,1800,7500,,,71ST STREET PROPERTIE
1014250028,C7,1800,7560,,,71ST STREET PROPERTIE
1014250029,D4,12050,51270,,,230 OWNERS CORP
1014250034,O8,2008,7600,,,228 EAST 71ST STREET
1014250035,D4,6030,25398,,,222 E 71ST ST INC
1014250128,C7,2812,11195,,,71ST STREET PROPERTIE
1014257501,RM,7248,7341,,,MACARTHUR PROPERTIES
1014260001,D7,9254,33300,,,THOR 1231 THIRD AVENU
1014260005,A9,2554,6124,,,MMH CAPITAL LLC
1014260006,A7,2554,5775,,,MENDIK  SUSAN
1014260007,A7,2554,5775,,,SPEYER LYNNE T
1014260008,A9,2137,6825,,,"GHANDOUR, LAILA"
1014260009,C6,2137,6710,,,213 E 71 ST APARTMENT
1014260010,P7,4222,12644,,,NATL SOC COLONIAL DAM
1014260016,C2,1941,6095,,,"BRYANT EARLE URSTADT,"
1014260017,A4,1533,3000,,,"JOHNSON, DUDLEY D"
1014260018,A4,1890,3600,,,PENNER ARNOLD S
1014260019,B1,1890,3600,,,MICHEL BEVERLY G
1014260020,W9,1890,6755,,,MARYMOUNT MANHATTAN C
1014260021,D9,4904,21330,,,CARLTON APARTMENTS L
1014260024,C7,1646,7590,,,SECOND AVE. 1355 REA
1014260025,D9,6068,26796,,,WALSAM EAST 72ND LLC
1014260027,M1,4146,4960,,,CHUR ST JOHN THE MART
1014260029,D6,8513,98150,,,ALPERT JOSEPH
1014260032,A4,1703,3200,,,EUROPEAN COMMUNITY C/
1014260033,A4,1703,3392,,,"TSCHERNY, SONIA"
1014260034,A4,1703,3412,,,KENET BARNEY J
1014260035,W6,28772,130000,,,220 E 72 ST CO
1014260041,A4,1822,3535,,,UNITED STATES OF MEXI
1014260042,A4,1822,3488,,,212 EAST 72ND STREET
1014260043,B1,1822,3676,,,"210 EAST 72 STREET, L"
1014260044,D6,15000,377297,,,"AMTO REALTY, INC.,"
1014260117,A4,1533,3000,,,"S.K.I. REALTY,  INC."
1014260118,A9,1890,3600,,,SCHNEIER ARTHUR
1014260120,M4,1890,3640,,,ST ROSE SETTLEMT CATH
1014260121,M3,1890,3640,,,CHUR ST JOHN THE MART
1014260133,A4,1703,3692,,,GRETA GUGGENHEIM
1014260140,A4,1822,4553,,,CELA ANITA
1014260143,B3,1822,3535,,,208 EAST 72ND STREET
1014269035,D3,18600,156200,,,220 E 72ND ST LLC
1014270001,D4,24480,206504,,,203 EAST 72 STREET CO
1014270006,A4,2043,3840,,,ANTHONY E BLUMKA
1014270007,D4,7662,81338,,,215 EAST 72ND ST CORP
1014270010,C0,1703,2872,,,"BOZZO, ELBA"
