bbl,15,16,17,18,19,cd,address,xcoord,ycoord
1010360037,M1,M1,M1,M1,M1,104.0,308 WEST 46 STREET,987377.0,216118.0
1010380013,M1,M1,M1,M1,M1,104.0,339 WEST 47 STREET,987287.0,216645.0
1010380023,M9,M9,M9,M9,M9,104.0,315 WEST 47 STREET,987542.0,216564.0
1010390012,M9,M9,M9,M9,M9,104.0,349 WEST 48 STREET,987389.0,216885.0
1010420016,M2,M2,M2,M2,M2,104.0,335 WEST 51 STREET,987866.0,217518.0
1010430051,M1,M1,M1,M1,M1,104.0,342 WEST 53 STREET,987979.0,217870.0
1010430149,M3,M3,M3,M3,M3,104.0,338 WEST 53 STREET,988014.0,217851.0
1010450027,M1,M1,M1,M1,M1,104.0,307 WEST 54 STREET,988479.0,218073.0
1010530059,M4,M4,M4,M4,M4,104.0,460 WEST 44 STREET,985880.0,216348.0
1010540039,M1,M1,M1,M1,M1,104.0,410 WEST 45 STREET,986445.0,216334.0
1010560022,M1,M1,M1,M1,M1,104.0,423 WEST 46 STREET,986584.0,216735.0
1010570027,M1,M1,M1,M1,M1,104.0,409 WEST 47 STREET,986807.0,216911.0
1010570028,M9,M9,M9,M9,M9,104.0,407 WEST 47 STREET,986826.0,216901.0
1010570129,M9,M9,M9,M9,M9,104.0,405 WEST 47 STREET,986844.0,216891.0
1010600020,S3,M9,M9,M9,M9,104.0,423 WEST 50 STREET,987026.0,217683.0
1010600055,M4,M4,M4,M4,M4,104.0,450 WEST 51 STREET,986833.0,217908.0
1010610005,M3,M3,M3,M3,M3,104.0,461 WEST 51 STREET,986820.0,218096.0
1010610006,M3,M3,M3,M3,M3,104.0,459 WEST 51 STREET,986851.0,218079.0
1010610007,M3,M3,M3,M3,M3,104.0,457 WEST 51 STREET,986871.0,218067.0
1010610008,M1,M1,M1,M1,M1,104.0,451 WEST 51 STREET,986921.0,218040.0
1010660043,M1,M1,M1,M1,M1,104.0,422 WEST 57 STREET,987876.0,219124.0
1010670024,M1,M1,M1,M1,M1,104.0,417 WEST 57 STREET,988035.0,219255.0
1010670064,M9,M9,M9,M9,M9,104.0,882 10 AVENUE,987589.0,219591.0
1010690024,M1,M1,M1,M1,M1,104.0,503 WEST 40 STREET,985118.0,215778.0
1010690136,M3,M3,M3,M3,M3,104.0,502 WEST 41 STREET,985218.0,215794.0
1010780059,M1,M1,M1,M1,M1,104.0,552 WEST 50 STREET,985869.0,218147.0
1011180001,M1,M1,M1,M1,M1,107.0,125 COLUMBUS AVENUE,989394.0,220959.0
1011180028,M3,M3,M3,M3,M3,107.0,3 WEST 65 STREET,989898.0,220589.0
1011180029,M1,M1,M1,M1,M1,107.0,51 CENTRAL PARK WEST,989956.0,220557.0
1011180048,M1,M1,V1,V1,V1,107.0,44 WEST 66 STREET,989696.0,220840.0
1011200033,M1,M1,M1,M1,M1,107.0,77 CENTRAL PARK WEST,990261.0,221124.0
1011200044,M1,M1,M1,M1,M1,107.0,30 WEST 68 STREET,990019.0,221258.0
1011220036,M1,M1,M1,M1,M1,107.0,99 CENTRAL PARK WEST,990519.0,221577.0
1011230049,M1,M1,M1,M1,M1,107.0,34 WEST 71 STREET,990336.0,221975.0
1011280007,M9,M9,M9,M9,M9,107.0,51 WEST 75 STREET,990746.0,223185.0
1011280033,M1,M1,M1,M1,M1,107.0,160 CENTRAL PARK WEST,991286.0,223006.0
1011310016,M9,M9,M9,M9,M9,107.0,405 WEST 59 STREET,988264.0,219715.0
1011310031,M1,M1,M1,M1,M1,107.0,120 WEST 60 STREET,988377.0,219767.0
1011370057,M1,M1,M1,M1,M1,107.0,152 WEST 66 STREET,988709.0,221381.0
1011400040,M3,M3,M3,M3,M3,107.0,120 WEST 69 STREET,989485.0,221852.0
1011400041,M1,M1,M1,M1,M1,107.0,122 WEST 69 STREET,989432.0,221881.0
1011420020,M4,M4,M4,M4,M4,107.0,133 WEST 70 STREET,989570.0,222282.0
1011420061,M1,M1,M1,M1,M1,107.0,152 WEST 71 STREET,989454.0,222406.0
1011420161,M3,M3,M3,M3,M3,107.0,154 WEST 71 STREET,989432.0,222479.0
1011430023,M1,M1,M1,M1,M1,107.0,123 WEST 71 STREET,989766.0,222472.0
1011470043,M1,M1,M1,M1,M1,107.0,122 WEST 76 STREET,990301.0,223551.0
1011500005,M4,M4,W2,W2,W2,107.0,168 WEST 79 STREET,990331.0,224379.0
1011580018,M1,M1,M1,M1,M1,107.0,180 AMSTERDAM AVENUE,988779.0,222143.0
1011580034,M1,M1,M1,M1,M1,107.0,190 AMSTERDAM AVENUE,988830.0,222213.0
1011620064,M1,M1,M1,M1,M1,107.0,232 WEST END AVENUE,988430.0,222984.0
1011630050,M2,M2,M2,M2,M2,107.0,236 WEST 72 STREET,988862.0,223095.0
1011640042,M3,M3,M3,M3,M3,107.0,236 WEST 73 STREET,989152.0,223295.0
1011640043,M1,M1,M1,M1,M1,107.0,234 WEST 73 STREET,989113.0,223304.0
1011660011,M9,M9,M9,M9,M9,107.0,237 WEST 74 STREET,989141.0,223770.0
1011690001,M1,M1,M1,M1,M1,107.0,360 WEST END AVENUE,989357.0,224558.0
1011700028,S2,M9,M9,M9,M9,107.0,207 WEST 78 STREET,990014.0,224498.0
1011820143,M9,M9,M9,M9,M9,107.0,328 WEST 71 STREET,988091.0,223220.0
1011840003,M1,M1,M1,M1,M1,107.0,1 RIVERSIDE DRIVE,988345.0,223599.0
1011840071,M1,M1,M1,M1,M1,107.0,309 WEST 74 STREET,988636.0,224032.0
1011970020,M1,M1,M1,M1,M1,107.0,7 WEST 83 STREET,992142.0,224875.0
1011970046,M1,M1,M1,M1,M1,107.0,26 WEST 84 STREET,992070.0,225028.0
1012000023,M1,M1,M1,M1,M1,107.0,15 WEST 86 STREET,992551.0,225599.0
1012020052,M3,M3,M3,M3,M3,107.0,50 WEST 89 STREET,992622.0,226278.0
1012110050,M1,M1,M1,M1,M1,107.0,140 WEST 81 STREET,990824.0,224818.0
1012120056,M1,M1,M1,M1,M1,107.0,160 WEST 82 STREET,990816.0,225125.0
1012130054,M1,M1,M1,M1,M1,107.0,150 WEST 83 STREET,990988.0,225324.0
1012170001,M1,M1,M1,M1,M1,107.0,165 WEST 86 STREET,991309.0,226268.0
1012170018,M1,M1,M1,M1,M1,107.0,131 WEST 86 STREET,991654.0,226086.0
1012180118,M4,M4,M4,M4,M4,107.0,143 WEST 87 STREET,991777.0,226326.0
1012200053,M1,M1,M1,M1,M1,107.0,138 WEST 90 STREET,991908.0,226969.0
1012220061,M1,M1,M1,M1,M1,107.0,649 AMSTERDAM AVENUE,991995.0,227523.0
1012220153,M4,M4,M4,M4,M4,107.0,146 WEST 92 STREET,992181.0,227416.0
1012240008,M1,M1,M1,M1,M1,107.0,159 WEST 93 STREET,992324.0,227821.0
1012250041,M1,M1,M1,M1,M1,107.0,118 WEST 95 STREET,992827.0,227958.0
1012250043,M1,M1,M1,M1,M1,107.0,124 WEST 95 STREET,992790.0,227979.0
1012270006,M1,M1,M1,M1,M1,107.0,2221 BROADWAY,989723.0,225005.0
1012280005,M1,M1,M1,M1,M1,107.0,251 WEST 80 STREET,989788.0,225256.0
1012300023,M3,M3,M3,M3,M3,107.0,213 WEST 82 STREET,990445.0,225514.0
1012300025,M1,M1,M1,M1,M1,107.0,209 WEST 82 STREET,990514.0,225480.0
1012310060,M1,M1,M1,M9,M9,107.0,270 WEST 84 STREET,990217.0,226063.0
1012340061,M1,M1,M1,M1,M1,107.0,552 WEST END AVENUE,990573.0,226827.0
1012340064,M3,M3,M3,M3,M3,107.0,550 WEST END AVENUE,990547.0,226781.0
1012360005,M1,M1,M1,M1,M1,107.0,257 WEST 88 STREET,990850.0,227139.0
1012380036,M1,M1,M1,M1,M1,107.0,630 AMSTERDAM AVENUE,991717.0,227376.0
1012400042,M1,M1,M1,M1,V1,107.0,212 WEST 93 STREET,991820.0,227919.0
1012410020,M1,M1,M1,M1,M1,107.0,2504 BROADWAY,991805.0,228076.0
1012440010,M1,M1,M1,M1,M1,107.0,305 WEST 79 STREET,989392.0,225188.0
1012460012,M3,M3,M3,M3,M3,107.0,353 WEST 84 STREET,989664.0,226549.0
1012470046,M9,M9,M9,M9,M9,107.0,324 WEST 86 STREET,989998.0,226788.0
1012500086,M9,M9,M9,M9,M9,107.0,309 WEST 89 STREET,990609.0,227573.0
1012510022,M1,M1,M1,M1,M1,107.0,633 WEST END AVENUE,990892.0,227842.0
1012510053,M1,M1,M1,M1,M1,107.0,303 WEST 91 STREET,990914.0,227983.0
1012580042,M9,M9,M9,M9,M9,105.0,4 WEST 43 STREET,989434.0,214082.0
1012690030,M1,M1,M1,M1,M1,105.0,678 5 AVENUE,990828.0,216473.0
1012710030,M1,M1,M1,M1,M1,105.0,708 5 AVENUE,991106.0,216912.0
1012840006,M1,M1,M1,M1,M1,105.0,5 EAST 48 STREET,990515.0,215154.0
1012860001,M1,M1,M1,M1,M1,105.0,631 5 AVENUE,990855.0,215621.0
1012980028,M1,M1,M1,M1,M1,106.0,143 EAST 43 STREET,991326.0,213214.0
1012980127,M3,M3,M3,M3,M3,106.0,141 EAST 43 STREET,991271.0,213245.0
1013030030,M9,M9,M9,M9,M9,106.0,153 EAST 48 STREET,991966.0,214353.0
1013050001,M1,M1,M1,M1,M1,105.0,321 PARK AVENUE,991688.0,215164.0
1013090056,M1,M1,M1,M1,M1,105.0,652 LEXINGTON AVENUE,992408.0,216014.0
1013120063,M1,M1,M1,M1,M1,105.0,122 EAST 58 STREET,992715.0,216783.0
1013230020,M9,M9,M9,Z4,Z4,106.0,245 EAST 49 STREET,992714.0,214232.0
1013250015,M1,M1,M1,M1,M1,106.0,223 EAST 51 STREET,992812.0,214776.0
1013260007,M2,M2,M2,M2,M2,106.0,213 EAST 52 STREET,992862.0,215054.0
1013260032,M1,M1,M1,M1,M1,106.0,240 EAST 53 STREET,993110.0,215028.0
1013260041,K4,K4,K4,M1,M1,106.0,216 EAST 53 STREET,992901.0,215151.0
1013270020,M9,M9,M9,M9,M9,106.0,247 EAST 53 STREET,993245.0,215132.0
1013340046,M1,M1,M1,M1,M1,106.0,310 EAST 42 STREET,992068.0,212282.0
1013400013,M1,M1,M1,M1,M1,106.0,315 EAST 47 STREET,992935.0,213514.0
1013450010,M9,M9,M9,M9,M9,106.0,317 EAST 52 STREET,993519.0,214684.0
1013470032,M3,M3,M3,M3,M3,106.0,348 EAST 55 STREET,994060.0,215097.0
1013470047,M3,M3,M3,M3,M3,106.0,308 EAST 55 STREET,993716.0,215286.0
1013690011,M3,M3,M3,M3,M3,106.0,431 EAST 57 STREET,994858.0,215476.0
1013750036,M1,M1,M1,M1,M1,108.0,520 PARK AVENUE,992664.0,217579.0
1013770007,M1,M1,M1,M1,M1,108.0,5 EAST 62 STREET,992337.0,218364.0
1013780010,M1,M1,M1,M1,M1,108.0,13 EAST 63 STREET,992527.0,218558.0
1013800001,M1,M1,M1,M1,M1,108.0,842 5 AVENUE,992668.0,219090.0
1013800061,M1,M1,M1,M1,M1,108.0,8 EAST 66 STREET,992814.0,219112.0
1013860021,M1,M1,M1,M1,M1,108.0,861 MADISON AVENUE,993838.0,220218.0
1013880021,M9,M9,M9,M9,M9,108.0,921 MADISON AVENUE,994089.0,220738.0
1013880051,M9,M9,M9,M9,M9,108.0,925 MADISON AVENUE,994108.0,220813.0
1013960044,M1,M1,M1,M1,M1,108.0,148 EAST 62 STREET,993630.0,217469.0
1013970026,M1,M1,M1,M1,M1,108.0,153 EAST 62 STREET,993649.0,217638.0
1013980001,M1,M1,M1,M1,M1,108.0,583 PARK AVENUE,993262.0,218150.0
1013980072,M1,M1,M1,M1,M1,108.0,593 PARK AVENUE,993316.0,218250.0
1014000020,M1,M1,M1,M1,M1,108.0,869 LEXINGTON AVENUE,994013.0,218390.0
1014020030,M1,M1,M1,M1,M1,108.0,163 EAST 67 STREET,994394.0,218714.0
1014090005,M1,M1,M1,M1,M1,108.0,115 EAST 74 STREET,994753.0,220662.0
1014090008,M1,M1,M1,M1,M1,108.0,119 EAST 74 STREET,994797.0,220638.0
1014090068,M1,M1,M1,M1,M1,108.0,112 EAST 75 STREET,994818.0,220747.0
1014100042,M4,M4,M4,M4,M4,108.0,184 EAST 76 STREET,995448.0,220700.0
1014100053,M1,M1,M1,M1,M1,108.0,1067 LEXINGTON AVENUE,995320.0,220772.0
1014120005,M1,M1,M1,M1,M1,108.0,103 EAST 77 STREET,995149.0,221347.0
1014140035,M1,M1,M1,M1,M1,108.0,228 EAST 60 STREET,993936.0,216691.0
1014140036,M3,M3,M3,M3,M3,108.0,226 EAST 60 STREET,993906.0,216719.0
1014140133,M3,M3,M3,M3,M3,108.0,234 EAST 60 STREET,993976.0,216680.0
1014150029,M3,M3,M3,M3,M3,108.0,242 EAST 61 STREET,994188.0,216859.0
1014160127,M3,M3,M3,M3,M3,108.0,248 EAST 62 STREET,994348.0,217071.0
1014170016,M3,M3,M3,M3,M3,108.0,237 EAST 62 STREET,994315.0,217270.0
1014170017,M1,M1,M1,M1,M1,108.0,241 EAST 62 STREET,994344.0,217253.0
1014170044,M9,M9,M9,M9,M9,108.0,206 EAST 63 STREET,994121.0,217495.0
1014220016,M1,M1,M1,M1,M1,108.0,223 EAST 67 STREET,994943.0,218413.0
1014260027,M1,M1,M1,M1,M1,108.0,252 EAST 72 STREET,995620.0,219350.0
1014260120,M4,M4,M4,M4,M4,108.0,257 EAST 71 STREET,995560.0,219264.0
1014260121,M3,M3,M3,M3,M3,108.0,259 EAST 71 STREET,995576.0,219254.0
1014330127,M1,M1,M1,M1,M1,108.0,1515 2 AVENUE,996562.0,220988.0
1014360013,M1,M1,V1,O6,O6,108.0,321 EAST 61 STREET,994778.0,216770.0
1014360113,M3,M3,M3,M3,V1,108.0,321 EAST 61 STREET,994832.0,216685.0
1014400043,M4,M4,M4,M4,M4,108.0,320 EAST 66 STREET,995228.0,217776.0
1014430037,M1,M1,M1,M1,M1,108.0,346 EAST 69 STREET,995745.0,218396.0
1014430038,M3,M3,M3,M3,M3,108.0,344 EAST 69 STREET,995724.0,218407.0
1014450130,M1,M1,M1,M1,M1,108.0,340 EAST 71 STREET,996141.0,218759.0
1014470018,M1,M1,M1,M1,M1,108.0,347 EAST 72 STREET,996260.0,219220.0
1014490011,M1,M1,M1,M1,M1,108.0,337 EAST 74 STREET,996403.0,219748.0
1014490020,M1,M1,M1,M1,M1,108.0,351 EAST 74 STREET,996576.0,219650.0
1014500015,M1,M1,M1,M1,M1,108.0,325 EAST 75 STREET,996569.0,219958.0
1014520032,M1,M1,M1,M1,M1,108.0,352 EAST 78 STREET,997014.0,220435.0
1014530024,M9,M9,M9,M9,M9,108.0,1499 1 AVENUE,997160.0,220527.0
1014610001,M1,M1,M1,M1,M1,108.0,1224 1 AVENUE,995843.0,217641.0
1014630005,M1,M1,M1,M1,M1,108.0,410 EAST 69 STREET,996146.0,218103.0
1014690021,M1,M1,M1,M1,M1,108.0,1393 YORK AVENUE,997268.0,219268.0
1014720008,M9,M9,M9,M9,M9,108.0,419 EAST 77 STREET,997329.0,220142.0
1014940129,M9,M9,M9,M9,M9,108.0,65 EAST 82 STREET,995413.0,222760.0
1014950132,M3,M3,M3,M3,M3,108.0,980 PARK AVENUE,995674.0,222948.0
1014960011,M9,M9,M9,M9,M9,108.0,15 EAST 84 STREET,995274.0,223459.0
1014980047,M1,M1,M1,M1,M1,108.0,44 EAST 87 STREET,995860.0,223886.0
1015010024,M1,M1,M1,M1,M1,108.0,59 EAST 89 STREET,996227.0,224460.0
1015010027,M3,M3,M3,M3,M3,108.0,65 EAST 89 STREET,996284.0,224428.0
1015010069,M1,M1,M1,M1,M1,108.0,1085 5 AVENUE,995843.0,224791.0
1015030007,M4,M4,M4,M4,M4,108.0,7 EAST 91 STREET,996087.0,225134.0
1015030031,M1,M1,M1,M1,M1,108.0,1144 PARK AVENUE,996664.0,224813.0
1015030043,M3,M3,M3,M3,M3,,66 EAST 92 STREET,,
1015030044,M3,M3,M3,M3,M3,108.0,62 EAST 92 STREET,996644.0,224945.0
1015050033,M1,M1,M1,M1,M1,108.0,1190 PARK AVENUE,996928.0,225268.0
1015060012,M9,M9,M9,M9,M9,108.0,17 EAST 94 STREET,996563.0,225764.0
1015060013,M9,M9,M9,M9,M9,108.0,19 EAST 94 STREET,996581.0,225754.0
1015070009,M9,M9,M9,M9,M9,108.0,7 EAST 95 STREET,996633.0,226026.0
1015080053,M1,M1,M1,M1,M1,108.0,150 EAST 80 STREET,995818.0,221748.0
1015110014,M1,M1,M1,M1,M1,108.0,127 EAST 82 STREET,995975.0,222449.0
1015140013,M1,M1,M1,M1,M1,108.0,125 EAST 85 STREET,996319.0,223165.0
1015140068,M1,M1,M1,M1,M1,108.0,102 EAST 86 STREET,996189.0,223358.0
1015160005,M1,M1,M1,M1,M1,108.0,109 EAST 87 STREET,996432.0,223750.0
1015160056,M1,M1,M1,M1,M1,108.0,124 EAST 88 STREET,996714.0,223712.0
1015230052,M1,M1,M1,M1,M1,108.0,1461 LEXINGTON AVENUE,997723.0,225217.0
1015240008,M3,M3,M3,M3,M3,108.0,119 EAST 95 STREET,997498.0,225550.0
1015260012,M1,M1,M1,M1,M1,108.0,225 EAST 80 STREET,996565.0,221515.0
1015280015,M1,M1,M1,M1,M1,108.0,229 EAST 82 STREET,996888.0,221944.0
1015290007,M3,M3,M3,M3,M3,108.0,211 EAST 83 STREET,996829.0,222278.0
1015290008,M1,M1,M1,M1,M1,108.0,213 EAST 83 STREET,996860.0,222261.0
1015330008,M1,M1,M1,M1,M1,108.0,217 EAST 87 STREET,997421.0,223199.0
1015350033,M1,M1,M1,M1,M1,108.0,234 EAST 90 STREET,997823.0,223690.0
1015350037,M3,M3,M3,M3,M3,108.0,230 EAST 90 STREET,997787.0,223740.0
1015450011,M1,M1,M1,M1,M1,108.0,323 EAST 82 STREET,997405.0,221657.0
1015470017,M1,M1,M1,M1,M1,108.0,339 EAST 84 STREET,997808.0,222040.0
1015500017,M3,M3,M3,M3,M3,108.0,341 EAST 87 STREET,998191.0,222765.0
1015500034,M3,M3,M3,M3,M3,108.0,332 EAST 88 STREET,998299.0,222858.0
1015500035,M1,M1,M1,M1,M1,108.0,312 EAST 88 STREET,998173.0,222898.0
1015590005,M1,M1,M1,M1,M1,108.0,409 EAST 79 STREET,997636.0,220695.0
1015590009,M3,M3,M3,M3,M3,108.0,413 EAST 79 STREET,997632.0,220624.0
1015610037,M4,M4,M4,M4,M4,108.0,416 EAST 82 STREET,997934.0,221181.0
1015630041,M3,M3,M3,M3,M3,108.0,424 EAST 84 STREET,998223.0,221627.0
1015660145,M3,M3,M3,M3,M3,108.0,404 EAST 87 STREET,998486.0,222429.0
1015940030,M1,M1,M1,M1,M1,110.0,7 CENTRAL PARK NORTH,998163.0,229796.0
1015940041,M1,M1,M1,M1,M1,110.0,6 WEST 111 STREET,998248.0,229790.0
1015940069,M1,M1,M1,M1,M1,,10 LENOX AVENUE,,
1015990021,M1,M1,M1,M1,M1,110.0,29 WEST 115 STREET,998597.0,231018.0
1015990044,M1,M1,M1,M1,M1,110.0,18 WEST 116 STREET,998777.0,231039.0
1016000015,M1,M1,M1,M1,M1,110.0,37 WEST 116 STREET,998622.0,231348.0
1016000030,M1,M1,M1,M1,M1,110.0,11 WEST 116 STREET,998924.0,231181.0
1016030011,M1,M1,M1,M1,M1,111.0,15 EAST 97 STREET,996966.0,226487.0
1016140064,M3,M3,M3,M3,M3,111.0,14 EAST 109 STREET,998351.0,229178.0
1016200040,M1,M1,M1,V1,W9,111.0,1713 MADISON AVENUE,999282.0,230105.0
1016210050,M1,M1,M1,M1,M1,111.0,1765 MADISON AVENUE,999552.0,230635.0
1016210052,M1,M1,M1,M1,M1,111.0,1761 MADISON AVENUE,999528.0,230589.0
1016220001,M1,M1,M1,M1,M1,111.0,1421 5 AVENUE,999208.0,231022.0
1016240010,M3,M3,M3,M3,M3,111.0,135 EAST 96 STREET,997695.0,225764.0
1016240011,M1,M1,M1,M1,M1,111.0,137 EAST 96 STREET,997745.0,225760.0
1016270048,M1,M1,M1,M1,M1,111.0,156 EAST 100 STREET,998465.0,226376.0
1016280057,M1,M1,M1,M1,M1,111.0,1578 LEXINGTON AVENUE,998366.0,226698.0
1016280066,M9,M9,M9,M9,M9,111.0,118 EAST 101 STREET,998189.0,226828.0
1016280069,M9,M9,M9,M9,M9,111.0,110 EAST 101 STREET,998133.0,226859.0
1016290033,M1,M1,M1,M1,M1,111.0,1834 3 AVENUE,998873.0,226619.0
1016290103,M9,M9,M9,M9,M9,111.0,111 EAST 101 STREET,998201.0,226986.0
1016290159,M9,M9,M9,M9,M9,111.0,1610 LEXINGTON AVENUE,998517.0,226971.0
1016300025,M1,M1,M1,M1,M1,111.0,163 EAST 102 STREET,998791.0,226973.0
1016300059,M1,M1,M1,M1,M1,111.0,1630 LEXINGTON AVENUE,998640.0,227202.0
1016300060,M3,M3,M3,M3,M3,111.0,140 EAST 103 STREET,998596.0,227227.0
1016300070,M1,M1,M1,M1,M1,111.0,108 EAST 103 STREET,998361.0,227331.0
1016310011,M1,M1,M1,M1,M1,111.0,131 EAST 103 STREET,998601.0,227378.0
1016310031,M1,M1,M1,M1,M1,111.0,165 EAST 103 STREET,999053.0,227127.0
1016310068,M1,M1,M1,M1,M1,111.0,112 EAST 104 STREET,998524.0,227539.0
1016310108,M3,M3,M3,M3,M3,111.0,125 EAST 103 STREET,998568.0,227396.0
1016320026,M9,M9,M9,M9,M9,111.0,161 EAST 104 STREET,999071.0,227417.0
1016330010,M3,M3,M3,M3,M3,111.0,121 EAST 105 STREET,998843.0,227842.0
1016330061,M1,M1,M1,M1,M1,111.0,120 EAST 106 STREET,998898.0,227925.0
1016330066,M4,M4,M4,M4,M4,111.0,116 EAST 106 STREET,998805.0,227987.0
1016340009,M1,M1,M1,M1,M1,111.0,115 EAST 106 STREET,998972.0,228116.0
1016350025,M1,M1,M1,M1,M1,111.0,155 EAST 107 STREET,999420.0,228167.0
1016350124,M1,M1,M1,M1,M1,111.0,153 EAST 107 STREET,999398.0,228179.0
1016380036,M1,M1,M1,M1,M1,111.0,2010 3 AVENUE,1000057.0,228757.0
1016390021,M1,M1,M1,M1,M1,111.0,163 EAST 111 STREET,999875.0,229094.0
1016390041,M1,M1,M1,M1,M1,111.0,174 EAST 112 STREET,1000177.0,229058.0
1016390046,M1,M1,M1,M1,M1,111.0,160 EAST 112 STREET,1000033.0,229143.0
1016450006,M3,M3,M3,M3,M3,111.0,113 EAST 117 STREET,1000313.0,230710.0
1016450007,M1,M1,M1,M1,M1,111.0,125 EAST 117 STREET,1000394.0,230736.0
1016450037,K4,K4,M1,M1,M1,111.0,2152 3 AVENUE,1000974.0,230416.0
1016450040,M9,M9,M9,M9,M9,111.0,2158 3 AVENUE,1001015.0,230485.0
1016450045,M1,M1,M1,M1,M1,111.0,162 EAST 118 STREET,1000847.0,230533.0
1016460001,M1,M1,M1,M1,M1,111.0,1711 3 AVENUE,998478.0,225411.0
1016540039,M9,M9,M9,M9,M9,111.0,222 EAST 105 STREET,999659.0,227210.0
1016540040,M9,M9,M9,M9,M9,111.0,218 EAST 105 STREET,999631.0,227225.0
1016540139,M9,M9,M9,M9,M9,111.0,220 EAST 105 STREET,999645.0,227217.0
1016620035,M1,M1,M1,M1,M1,111.0,228 EAST 113 STREET,1000752.0,229034.0
1016620040,M3,M3,M3,M3,M3,111.0,224 EAST 113 STREET,1000699.0,229073.0
1016650007,M1,M1,M1,M1,M1,111.0,211 EAST 115 STREET,1000943.0,229717.0
1016650008,M3,M3,M3,M3,M3,111.0,213 EAST 115 STREET,1000958.0,229709.0
1016650039,M1,M1,M1,M1,M1,111.0,226 EAST 116 STREET,1001107.0,229745.0
1016650045,M1,M1,M1,M1,M1,111.0,216 EAST 116 STREET,1001013.0,229793.0
1016660015,M1,M1,M1,M1,M1,111.0,233 EAST 116 STREET,1001282.0,229875.0
1016660047,M1,M1,M1,M1,M1,111.0,2135 3 AVENUE,1001028.0,230125.0
1016670037,M1,M1,M1,M1,M1,111.0,220 EAST 118 STREET,1001366.0,230246.0
1016750027,M9,M9,M9,M9,M9,111.0,2011 1 AVENUE,1000445.0,226444.0
1016750032,M3,M3,M3,M3,M3,111.0,344 EAST 104 STREET,1000380.0,226510.0
1016750033,M1,M1,M1,M1,M1,111.0,342 EAST 104 STREET,1000325.0,226540.0
1016770033,M1,M1,M1,M1,M1,111.0,340 EAST 106 STREET,1000599.0,226988.0
1016810011,M9,M9,M9,M9,M9,111.0,317 EAST 109 STREET,1000887.0,228002.0
1016810045,M3,M3,M3,M3,M3,111.0,312 EAST 110 STREET,1000889.0,228096.0
1016810046,M1,M1,M1,M1,M1,111.0,306 EAST 110 STREET,1000838.0,228096.0
1016820004,M1,M1,M1,M1,M1,111.0,2152 2 AVENUE,1000851.0,228318.0
1016820049,M1,M1,M1,M1,M1,111.0,2160 2 AVENUE,1000900.0,228406.0
1017080001,M9,M9,M9,M9,M9,111.0,2222 1 AVENUE,1001969.0,228809.0
1017080005,M1,M1,M1,M1,M1,111.0,407 EAST 114 STREET,1002060.0,228801.0
1017090016,M9,M9,M9,M9,M9,111.0,438 EAST 116 STREET,1002526.0,228924.0
1017090020,M3,M3,M3,M3,M3,111.0,475 EAST 115 STREET,1002537.0,228820.0
1017170006,M9,M9,M9,M9,M9,110.0,81 WEST 118 STREET,998649.0,231934.0
1017170021,M1,M1,M1,M1,M1,110.0,23 WEST 118 STREET,998995.0,231741.0
1017180024,M1,M1,M1,M1,M1,110.0,37 WEST 119 STREET,999161.0,231949.0
1017180033,M1,M1,M1,M1,M1,110.0,1480 5 AVENUE,999419.0,231769.0
1017180034,M1,M1,M1,M1,M1,110.0,1484 5 AVENUE,999435.0,231787.0
1017200003,M1,M1,M1,M1,M1,110.0,206 LENOX AVENUE,998845.0,232446.0
1017200033,M1,M1,M1,M1,M1,110.0,214 LENOX AVENUE,998884.0,232516.0
1017200058,M1,M1,M1,M1,M1,110.0,15 MT MORRIS PARK WEST,999288.0,232594.0
1017200066,M3,M3,M3,M3,M3,110.0,18 WEST 122 STREET,999114.0,232717.0
1017200067,M1,M1,M1,M1,M1,110.0,230 LENOX AVENUE,999038.0,232729.0
1017210031,M9,M9,M9,M9,M9,110.0,36 WEST 123 STREET,999123.0,232990.0
1017210036,M9,M9,M9,M9,M9,110.0,262 LENOX AVENUE,999204.0,233101.0
1017210052,M1,M1,M1,M1,M1,110.0,31 MT MORRIS PARK WEST,999470.0,232929.0
1017210132,M9,M9,M9,M9,M9,110.0,32 WEST 123 STREET,999158.0,232971.0
1017220013,M1,M1,M1,M1,M1,110.0,43 WEST 124 STREET,999618.0,233191.0
1017220019,M9,M9,M9,M9,M9,110.0,41 WEST 124 STREET,999701.0,233145.0
1017220026,M9,M9,M9,M9,M9,110.0,21 WEST 124 STREET,999853.0,233060.0
1017220027,M9,M9,M9,M9,M9,110.0,15 WEST 124 STREET,999897.0,233036.0
1017230064,M1,M1,M1,M1,M1,110.0,70 WEST 126 STREET,999682.0,233615.0
1017230065,M1,M1,M1,M1,M1,110.0,74 WEST 126 STREET,999655.0,233630.0
1017230067,M1,M1,M1,M1,M1,110.0,80 WEST 126 STREET,999600.0,233660.0
1017230164,M3,M3,M3,M3,M3,110.0,72 WEST 126 STREET,999671.0,233621.0
1017240049,M1,M1,M1,M1,V1,110.0,26 WEST 127 STREET,1000133.0,233665.0
1017240069,M1,M1,M1,M1,M1,110.0,338 LENOX AVENUE,999678.0,233944.0
1017250048,M3,M3,M3,M3,M3,110.0,26 WEST 128 STREET,1000278.0,233880.0
1017260001,M1,M1,M1,M1,M1,110.0,360 LENOX AVENUE,999847.0,234257.0
