Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BOTH,HistDist Only,Landmark Only,Neither,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,Shape_Leng,Shape_Area
MN,1929,23,110,222,1002,5,9,10027,L040,28,11,1500,1,10,1A,217 WEST 123 STREET,R7A,R8,,,,,,,,,Y,M9,8,0,,HITECH HOMES LLC,2523,4529,4529,0,0,0,0,0,0,4529,2,1,3,0,1,25,100.92,17,40,E,2,N,5,2,41850,86850,0,0,1910,1988,0,,,0,0,0,1,1.8,4,0,4,1,1019290023,0,222,998077,233744,6a,,107N085,10705,,0,,1,,,18v2,255.0405445,2574.430709
MN,1053,59,104,121,3000,2,3,10036,E054,18,15,4500,1,4,3B,460 WEST 44 STREET,R8,,,,,,CL,,,,N,M4,8,0,,MKJ WEST LLC,5021,8848,8848,0,0,0,0,1050,0,7798,2,2,4,0,2,50,100.42,35,55,,2,N,5,0,423450,818100,0,0,1910,0,0,,,0,0,0,1,1.76,6.02,0,6.5,1,1010530059,0,121,985880,216348,8c,,105N042,10404,,0,,1,,,18v2,301.841888,5052.161377
MN,893,92,106,80,2004,2,4,10016,E021,17,14,5300,1,6,2B,59 PARK AVENUE,R10,R8B,,,,,,,,,Y,M1,8,0,,ARCHBISHOPRIC OF N Y,11900,12189,6555,5634,0,0,0,0,0,6555,2,1,3,1,3,99.33,120,61,120,,2,Y,3,2,2466000,10802250,2466000,10254222,1956,0,0,,,0,0,0,1,1.02,10,0,10,1,1008930092,0,80,990002,212249,8d,,104 032,10307,,0,,1,,,18v2,443.5227393,12173.28927
MN,293,3,103,16,3003,2,1,10002,L006,5,14,7400,1,3,1A,12 ELDRIDGE STREET,C6-1G,,,,,,,,,,N,M1,8,0,X,CONG ADATH JESHURUN,5250,7880,7880,0,0,0,0,0,0,7880,2,1,2,0,1,60,87.5,54,79,,0,N,5,0,603900,2853000,603900,2853000,1910,2010,0,,INDIVIDUAL LANDMARK,0,0,1,0,1.5,3.44,6,6.5,1,1002930003,0,16,986061,199672,12d,,101S030,10107,,0,,1,,,18v2,302.8314657,5428.98221
MN,1378,10,108,122,3003,2,4,10065,E039,19,13,4100,1,8,1A,13 EAST 63 STREET,R8B,,,,,,,,,LH-1A,N,M1,8,0,X,CONGREGATION BEIT YAA,4566,19000,19000,0,0,0,0,0,0,19000,2,3,4,0,1,46.5,100.42,45.5,100.42,,3,N,5,2,1291500,6380100,1291500,6380100,2001,1984,0,Upper East Side Historic District,,0,1,0,0,4.16,4,0,4,1,1013780010,0,122,992527,218558,8c,,1.06E+42,10508,,0,,1,,,18v2,298.6343217,4711.792769
MN,293,7,103,16,3003,2,1,10002,L006,5,14,7400,1,3,1A,20 ELDRIDGE STREET,C6-1G,,,,,,,,,,N,M1,8,0,X,BUDDHIST ASSOCIATIONO,2202,8690,8690,0,0,0,0,0,0,8690,2,1,5,0,1,25.25,87.5,25,85,E,3,N,5,2,297000,907650,297000,907650,1900,1980,0,,,0,0,0,1,3.95,3.44,6,6.5,1,1002930007,0,16,986086,199734,12d,,101S030,10107,,0,,1,,,18v2,237.0507377,2440.16079
MN,859,5,105,74,3002,2,4,10016,E001,14,15,5200,1,5,1A,1 EAST 29 STREET,C5-2,,,,,,,,,,N,M3,8,0,X,THE CHURCH OF THE TRA,2469,5710,5710,0,0,0,0,0,0,5710,2,1,4,4,6,25,98.75,25,50,E,3,N,5,2,531000,1376550,531000,1376550,1915,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,2.31,10,10,10,1,1008590005,0,74,988073,210798,8d,,104 017,10306,,0,,1,,,18v2,253.8492402,2449.721062
MN,2202,25,112,299,2011,6,10,10034,L036,34,17,110,1,12,4A,401 WEST 205 STREET,R8A,,,,C2-4,,IN,,,,N,M1,8,0,X,MANHATTAN BIBLE CHURC,9992,19984,19984,0,0,0,0,0,0,19984,2,1,2,0,2,99.92,100,99.92,100,,3,N,3,1,162000,688950,162000,688950,1960,0,0,,,0,0,0,1,2,6,0,6,1,1022020025,0,299,1006889,253592,3a,,112 060,10804,,0,,1,,,18v2,410.2222565,10517.5679
MN,859,6,105,74,3002,2,4,10016,E001,14,15,5200,1,5,1A,3 EAST 29 STREET,C5-2,,,,,,,,,,N,M1,8,0,X,"THE RECTOR, CHURCH WA",15725,6750,6750,0,0,0,0,0,0,6750,2,1,4,1,3,150,98.75,150,96,,2,N,5,2,2700000,4482900,2700000,4482900,1915,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,0.43,10,10,10,1,1008590006,0,74,988155,210755,8d,,104 017,10306,,1008590012,10/31/2005,1,,,18v2,548.0961209,16509.63341
MN,2068,44,109,235.01,4001,6,7,10032,L034,30,17,710,1,9,3B,1889 AMSTERDAM AVENUE,R7A,,,,C2-4,,,,,,N,M1,8,0,X,CONGREGATIONAL CHURCH,5000,5000,5000,0,0,0,0,0,0,5000,2,1,1,0,1,50,100,50,100,,3,N,5,0,76950,401850,76950,401850,1967,0,0,,,0,0,0,1,1,4,0,4,1,1020680044,0,23501,999929,241860,3b,,111N064,10710,,0,,1,,,18v2,302.9617722,5091.537478
MN,1445,130,108,126,7000,2,5,10021,L016,19,13,4200,1,8,2B,340 EAST 71 STREET,C2-8,R8B,,,,,,,,,Y,M1,8,0,X,INDEPENDENT RUSSIANET,2510,4267,4267,0,0,0,0,0,0,4267,2,1,2,0,1,25,100.42,25,77,,3,N,5,2,477000,917100,477000,917100,1954,0,0,,,0,0,0,1,1.7,10,2,10,1,1014450130,0,126,996141,218759,8c,,1.06E+62,10511,,0,,1,,,18v2,251.8020654,2421.680466
MN,1905,103,110,220,1001,3,9,10027,L014,28,11,1500,1,10,1B,2009 ADAM C POWELL BLVD,R7-2,,,,C2-4,,,,,,N,M9,8,0,X,MOUNT PLEASANT CHRIST,1238,2872,250,2622,0,250,0,0,0,0,2,1,3,0,1,16.08,77,16,69,E,3,N,5,1,9000,193950,9000,193950,1910,0,0,,,0,0,0,1,2.32,3.44,0,6.5,1,1019050103,0,220,998059,232887,6a,,107N074,10704,,0,,1,,,18v2,194.5618074,1357.599159
MN,1930,1,110,222,1001,5,9,10027,L040,28,11,1500,1,10,1A,2310 FREDRICK DOUGLASS BL,C4-4D,C6-3,,,,,125th,,,,Y,M1,8,0,,BISHOP S.C. MADISONTR,20184,45185,45185,0,0,8680,0,0,0,36505,2,1,2,0,6,201.83,100,200,100,,3,N,3,2,598500,2351700,383820,1537222,1940,1989,1995,,,0,0,0,1,2.24,6.02,3.4,6.5,1,1019300001,0,222,997780,234266,6a,,107N085,10705,E-201,0,,1,,,18v2,613.2186321,20777.37479
MN,1905,111,110,220,1001,3,9,10027,L014,28,11,1500,1,10,1B,141 WEST 120 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,CH OF ILLUMINATION,2018,3588,3588,0,0,0,0,0,0,3588,2,1,3,0,1,20,100.92,20,66,E,3,N,5,1,31950,77850,31950,77850,1910,0,0,Mount Morris Park Historic District Extension,,0,1,0,0,1.78,3.44,0,6.5,1,1019050111,0,220,998231,232762,6a,,107N074,10704,,0,,1,,,18v2,243.0904006,2000.919508
MN,812,62,105,109,1008,2,3,10018,E026,14,15,5200,1,5,1H,126 WEST 37 STREET,M1-6,,,,,,GC,,,,N,M1,8,0,X,HOLY INNOCENTS RC CHU,8525,13800,13800,0,0,0,0,0,0,13800,2,1,2,0,1,73.42,98.75,65,120,E,2,Y,5,2,1498500,2476350,1498500,2476350,1920,0,0,,,0,0,0,1,1.62,0,10,10,1,1008120062,0,109,987539,213304,8d,,105N035,10305,,0,,1,,,18v2,401.0364443,9015.189026
MN,1868,29,107,183,6001,3,7,10025,L022,24,16,3110,1,7,4A,748 AMSTERDAM AVENUE,R9,,,,C1-5,,EC-2,,,,N,M1,8,0,X,INSTITUTE/THE FRANCIS,35625,14160,14160,0,0,0,0,0,0,14160,2,3,4,0,1,201.83,175.08,160,120,,0,Y,3,2,1260000,2407050,1260000,2407050,1900,0,0,,,0,0,0,1,0.4,7.52,0,10,1,1018680029,0,183,992408,228769,5d,,107S035,10703,,1018680029,01/08/2003,1,,,18v2,1009.704355,37653.97055
MN,2068,61,109,235.01,4000,6,7,10032,L034,30,17,710,1,9,3B,411 WEST 154 STREET,R6A,,,,,,,,,,N,M1,8,0,,BRYANT MEM CHURCH,2148,3354,3354,0,0,0,0,0,0,3354,2,1,3,0,1,21.5,99.92,22,50,,2,N,5,1,33750,107550,14645,46428,1926,0,0,Hamilton Heights / Sugar Hill Northwest Historic District,,0,1,0,0,1.56,3,0,3,1,1020680061,0,23501,1000279,241876,3b,,111N064,10710,,0,,1,,,18v2,254.0830545,2401.256621
MN,812,161,105,109,1008,2,3,10018,E026,14,15,5200,1,5,1H,128 WEST 37 STREET,M1-6,,,,,,GC,,,,N,M3,8,0,X,HOLY INNOCENTS RC CHU,2575,6000,6000,0,0,0,0,0,0,6000,2,1,4,0,1,26.08,98.75,26,72,,3,N,5,2,454500,890550,454500,890550,1920,1988,0,,,0,0,0,1,2.33,0,10,10,1,1008120161,0,109,987500,213336,8d,,105N035,10305,,0,,1,,,18v2,264.3504246,2826.856231
MN,1976,6,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,535 WEST 121 STREET,R8,,,,,,,,,,N,M1,8,0,,RC CHUR CORPUS CHRIST,7770,30894,30894,0,0,0,0,0,0,30894,2,1,5,0,0,77,100.92,65,84.92,,0,N,5,2,225900,2034450,225900,1916100,1936,0,0,,,0,0,0,1,3.98,6.02,0,6.5,1,1019760006,0,203,995111,234788,5c,,107N079,10707,,0,,1,,,18v2,367.8594567,8273.508237
MN,1976,9,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,529 WEST 121 STREET,R8,,,,,,,,,,N,M3,8,0,X,RC CHUR CORPUS CHRIST,2321,7398,7398,0,0,0,0,0,0,7398,2,1,4,0,2,23,100.92,23,88,E,3,N,5,2,66600,331650,66600,331650,1928,0,0,,,0,0,0,1,3.19,6.02,0,6.5,1,1019760009,0,203,995155,234763,5c,,107N079,10707,,0,,1,,,18v2,257.0591221,2427.144519
MN,1746,2,111,198,1009,5,9,10035,E058,25,11,1600,1,11,2A,1832 MADISON AVENUE,R7-2,,,,,,,,,,N,M1,8,0,,,57960,167900,167900,0,0,0,0,0,0,167900,2,1,0,0,1,201.83,287.17,0,0,,0,N,0,0,808650,4806450,808650,4493612,0,0,0,,,0,0,0,1,2.9,3.44,0,6.5,1,1017460002,0,198,999814,231648,6b,,18N 072,10608,,1017460001,12/05/2005,1,,,18v2,1001.761794,61114.44968
MN,1868,124,107,183,6001,3,7,10025,L022,24,16,3110,1,7,4B,207 WEST 96 STREET,R9,,,,C1-5,,,,,,N,M3,8,0,X,DAVID L SNYDER,3232,7055,7055,0,0,0,0,0,0,7055,2,1,5,0,1,31.58,101.58,26,66,,3,Y,5,2,105750,371700,105750,371700,1900,1986,0,,,0,0,0,1,2.18,7.52,0,10,1,1018680124,0,183,992292,228774,5d,,107S035,10703,,0,,1,,,18v2,279.1941918,3275.195165
MN,1868,129,107,183,6001,3,7,10025,L022,24,16,3110,1,7,4B,204 WEST 96 STREET,R9,,,,,,,,,,N,M9,8,0,X,,1625,6500,6500,0,0,0,0,0,0,6500,2,1,4,0,0,25.02,67.65,0,0,,0,Y,5,0,73800,449100,73800,449100,0,0,0,,,0,0,0,1,4,7.52,0,10,1,1018680129,0,183,992406,228852,5d,,17S 035,10703,,1018680029,01/08/2003,1,,,18v2,228.5346335,2194.542997
MN,1212,56,107,165,4000,3,6,10024,E074,20,16,3500,1,7,3A,160 WEST 82 STREET,R8B,,,,,,,,,,N,M1,8,0,X,UKR AUTO ORTHODOX CHU,8512,7942,7942,0,0,0,0,0,0,7942,2,1,1,0,0,74.92,102.17,74.92,102.17,,0,Y,5,0,1548000,2666250,1548000,2666250,1900,0,0,Upper West Side / Central Park West Historic District,,0,1,0,0,0.93,4,0,4,1,1012120056,0,165,990816,225125,5d,,107S012,10408,,0,,1,,,18v2,360.8003453,7865.011737
MN,1806,29,111,178,1000,4,8,10035,E035,25,12,2100,1,11,2B,446 EAST 119 STREET,R7B,,,,,,,,,,N,M4,8,0,X,RC CHUR HOLY ROSARY,5382,11216,11216,0,0,0,0,0,0,11216,2,1,3,0,1,53.33,100.92,38,86,,1,N,5,2,91800,631350,91800,631350,1961,0,0,,,0,0,0,1,2.08,3,0,3,1,1018060029,0,178,1002943,229671,6b,,108N077,10611,,0,,1,,,18v2,313.1275276,5490.080859
MN,206,1,102,41,5004,2,1,10013,L006,5,15,6800,1,2,1F,113 BAXTER STREET,C6-2G,,,,,,LI,,,,N,M1,8,0,X,CHURCH MOST PRECIOUS,7535,10800,10800,0,0,0,0,0,0,10800,2,1,5,0,1,75.17,100.25,75,100,,2,N,5,1,553500,1568700,553500,1568700,1900,0,0,,,0,0,0,1,1.43,6.02,6,6.5,1,1002060001,0,41,984560,200779,12c,,101N048,10105,,0,,1,,,18v2,359.1259527,7849.301777
MN,1806,31,111,178,1000,4,8,10035,E035,25,12,2100,1,11,2B,444 EAST 119 STREET,R7B,,,,,,,,,,N,M3,8,0,X,RC CHUR HOLY ROSARY,2523,6500,6500,0,0,0,0,0,0,6500,2,1,3,0,1,25,100.92,25,64,,1,N,5,1,38700,122400,38700,122400,1910,0,0,,,0,0,0,1,2.58,3,0,3,1,1018060031,0,178,1002908,229690,6b,,108N077,10611,,0,,1,,1,18v2,262.0562627,2846.139285
MN,2111,80,112,249,1004,6,10,10032,E067,33,17,400,1,12,1A,2141 AMSTERDAM AVENUE,R7-2,,,,C2-4,,,,,,N,M1,8,0,X,PADRE HIJO,2500,2950,2950,0,0,0,0,0,0,2950,2,1,2,0,1,25,100,25,59,,0,N,5,0,98100,188550,98100,188550,1896,1965,0,,,0,0,0,1,1.18,3.44,0,6.5,1,1021110080,0,249,1001545,244779,3b,,111N085,10801,,0,,1,,,18v2,256.9899997,2712.927726
MN,1806,32,111,178,1000,4,8,10035,E035,25,12,2100,1,11,2B,442 EAST 119 STREET,R7B,,,,,,,,,,N,M1,8,0,X,RC CHUR HOLY ROSARY,10849,11739,11739,0,0,0,0,0,0,11739,2,1,2,0,3,107.5,100.92,86,96,,2,N,5,2,194400,543600,194400,543600,1900,1984,0,,,0,0,0,1,1.08,3,0,3,1,1018060032,0,178,1002850,229722,6b,,108N077,10611,,0,,1,,1,18v2,416.2255353,10827.41501
MN,1806,36,111,178,1000,4,8,10035,E035,25,12,2100,1,11,2B,426 EAST 119 STREET,R7B,,,,,,,,,,N,M9,8,0,,"CHOE, KI SOOK",1892,1688,1688,0,0,0,0,0,0,1688,2,1,2,0,1,18.75,100.92,19,42,,2,N,5,1,28800,61200,0,0,1890,1985,0,,,0,0,0,1,0.89,3,0,3,1,1018060036,0,178,1002795,229753,6b,,108N077,10611,,0,,1,,1,18v2,248.2197289,2129.833352
MN,504,25,102,49,1008,2,1,10012,E055,1,15,6800,1,2,1A,190 PRINCE STREET,R7-2,,,,,,,,,,N,M4,8,0,X,CHURCH ST ANTHONY PAD,4620,10246,10246,0,0,0,0,0,0,10246,2,1,3,0,1,60,77,54,70,,1,N,3,2,634500,1339650,634500,1339650,1955,0,0,Sullivan-Thompson Historic District,,0,1,0,0,2.22,3.44,0,6.5,1,1005040025,0,49,983520,203933,12a,,101N067,10206,,0,,1,,,18v2,284.6081892,4994.463759
MN,1054,39,104,121,4001,2,3,10036,E054,18,15,4500,1,4,3B,410 WEST 45 STREET,R8,,,,,,CL,,,,N,M1,8,0,X,GREATER NEW YORK CORP,5025,9251,9251,0,0,0,0,0,0,9251,2,1,3,0,1,50,100.42,50,89,,3,N,5,2,513000,1343250,513000,1343250,1920,1989,0,,,0,0,0,1,1.84,6.02,0,6.5,1,1010540039,0,121,986445,216334,8c,,105N042,10404,,0,,1,,,18v2,304.7767352,5077.346217
MN,2215,66,208,309,4002,10,10,10463,E081,50,17,110,2,8,2A,168 WEST 225 STREET,R7-1,,,,,,,,,,N,M1,8,0,X,MISSION PENTECOSTALET,7050,7759,7759,0,0,0,0,0,0,7759,2,1,2,0,2,50,124.42,50,99,,3,N,5,2,69750,191700,69750,191700,1924,1957,0,,,0,0,0,1,1.1,3.44,0,4.8,1,1022150066,0,309,1008275,258272,1b,,112 079,10804,,0,,1,,,18v2,388.5537747,6947.474243
MN,1447,18,108,126,1002,2,5,10021,E044,19,13,4200,1,8,2B,347 EAST 72 STREET,R10A,,,,,,,,,,N,M1,8,0,X,THE THEOSOPHY CO,2861,7392,7392,0,0,0,0,0,0,7392,2,1,4,0,1,28,102.17,28,80,,2,N,5,2,598500,1143450,598500,1143450,1920,0,0,,,0,0,0,1,2.58,10,0,10,1,1014470018,0,126,996260,219220,8c,Y,108S006,10511,,0,,1,,,18v2,279.3444246,3226.059334
MN,1169,1,107,163,3000,3,6,10024,L025,20,16,3400,1,7,2B,360 WEST END AVENUE,R10A,,,,,,,,,,N,M1,8,0,X,REFORMED PROTESTANT D,17875,30652,30652,0,0,0,0,0,0,30652,2,1,5,0,1,102.17,175,99,174,,2,N,3,2,3870000,6632550,3870000,6632550,1910,0,0,West End-Collegiate Historic District Extension,INDIVIDUAL LANDMARK,1,0,0,0,1.71,10,0,10,1,1011690001,0,163,989357,224558,5d,,107S004,10407,,0,,1,,,18v2,570.7475026,19108.93982
MN,894,60,106,80,1003,2,4,10016,E021,17,14,5300,1,6,2B,138 EAST 39 STREET,R8B,,,,,,,,,,N,M3,8,0,X,ARMENIAN APSTLC CH AM,2140,3708,3708,0,0,0,0,0,0,3708,2,1,4,0,3,21.67,98.75,21.67,44,E,3,N,5,1,351450,644400,351450,644400,1915,1987,0,,,0,0,0,1,1.73,4,0,4,1,1008940060,0,80,990614,212203,8d,,104 032,10307,,0,,1,,,18v2,249.58527,2279.990621
MN,1906,29,110,220,1000,3,9,10027,L014,28,11,1500,1,10,1B,225 LENOX AVENUE,R7-2,,,,C1-4,,,,,,N,M1,8,0,X,CHRISTN MISSN OF U S,4000,5918,5918,0,0,0,0,0,0,5918,2,1,3,0,1,50,80,50,80,,3,N,3,2,69750,159300,69750,159300,1910,0,0,Mount Morris Park Historic District,,0,1,0,0,1.48,3.44,0,6.5,1,1019060029,0,220,998751,232743,6a,,107N074,10704,,0,,1,,,18v2,270.8410402,4330.553189
MN,2111,109,112,249,1004,6,10,10032,E067,33,17,400,1,12,1A,461 WEST 166 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,"MARANATHA ASSOCIATES,",2500,2125,2125,0,0,0,0,0,0,2125,2,1,1,0,1,25,100,25,92,,3,N,5,2,63450,145350,63450,145350,1900,0,0,,,0,0,0,1,0.85,3.44,0,6.5,1,1021110109,0,249,1001673,244720,3b,,111N085,10801,,0,,1,,,18v2,251.212415,2415.528262
MN,1906,32,110,220,1000,3,9,10027,L014,28,11,1500,1,10,1B,229 LENOX AVENUE,R7-2,,,,C1-4,,,,,,N,M1,8,0,,229 LEXON AVENUE HOLD,2500,8344,8344,0,0,0,0,0,0,8344,2,1,4,0,1,25,100,25,85,,3,N,5,1,56250,162450,0,0,1910,0,0,Mount Morris Park Historic District,,0,1,0,0,3.34,3.44,0,6.5,1,1019060032,0,220,998773,232805,6a,,107N074,10704,,0,,1,,,18v2,259.5714957,2655.1161
MN,1931,56,110,222,1000,5,9,10027,E037,28,11,1500,1,10,1A,260 WEST 126 STREET,C4-4D,,,,,,125th,,,,N,M1,8,0,,THOMAS MEMORIAL WESLE,12490,7494,7494,0,0,0,0,0,0,7494,2,1,2,0,1,125,99.92,24,100,E,2,N,5,2,225000,405450,108000,194616,1910,1985,0,,,0,0,0,1,0.6,6.02,3.4,6.5,1,1019310056,0,222,998048,234520,6a,,107N086,10705,E-201,0,,1,,,18v2,452.2828196,12608.10191
MN,426,8,103,36.01,3002,1,1,10002,L020,5,14,6500,1,3,2R,227 BOWERY,C6-1,,,,,,,,,,N,M2,8,0,X,BOWERY MISSION,4626,17169,17169,0,0,0,0,0,0,17169,2,1,5,0,1,24.92,184,25,171,,3,Y,5,2,422550,1188000,422550,1188000,1920,2001,0,,INDIVIDUAL LANDMARK,0,0,1,0,3.71,3.44,6,6.5,1,1004260008,0,3601,986234,202311,12c,,102 001,10204,,0,,1,,,18v2,426.2867482,4783.284154
MN,1709,16,111,178,2001,4,8,10029,L026,25,12,2100,1,11,2B,438 EAST 116 STREET,R7B,R7A,,,,,,,,,Y,M9,8,0,,OUR LADY MT CARMEL CH,28882,334463,334463,0,0,0,0,0,0,334463,2,4,3,0,7,244,201.84,75,25,,3,Y,3,2,649800,4338450,0,0,1961,1989,0,,,0,0,0,1,11.58,3,0,3,1,1017090016,0,178,1002526,228924,6b,,108N077,10606,,1017090016,09/16/2009,1,,1,18v2,919.723419,30127.15929
MN,206,24,102,41,5004,2,1,10013,L006,5,15,6800,1,2,1F,109 MULBERRY STREET,C6-2G,,,,,,LI,,,,N,M1,8,0,X,"ONE ELEVEN PROPERTY,",5088,4440,4440,0,0,0,0,0,0,4440,2,1,3,0,1,50.42,100.92,30,60,,0,N,5,2,422550,973350,422550,973350,1947,0,0,,,0,0,0,1,0.87,6.02,6,6.5,1,1002060024,0,41,984638,200702,12c,,101N048,10105,,0,,1,,,18v2,303.2243291,5049.054708
MN,814,36,105,113,1011,2,4,10018,E026,14,15,5200,1,5,1A,1025 AVENUE OF THE AMER,C5-3,,,,,,MiD,,,,N,M1,8,0,X,MILLINERY CENTER SYNA,1140,3372,3372,0,0,0,0,0,0,3372,2,1,2,0,1,19,60,19,60,,3,N,5,2,351450,688950,351450,688950,1920,1957,0,,,0,0,0,1,2.96,10,15,15,1,1008140036,0,113,988111,213475,8d,,105N036,10305,,0,,1,,,18v2,166.2033257,1299.929925
MN,426,9,103,36.01,3002,1,1,10002,L020,5,14,6500,1,3,2A,229 BOWERY,C6-1,,,,,,,,,,N,M9,8,0,X,BOWERY MISSION & ETAL,4650,8979,8979,0,0,0,0,0,0,8979,2,2,3,0,1,25,186,25,184,,3,Y,5,2,422550,917100,422550,917100,1900,0,0,,,0,0,0,1,1.93,3.44,6,6.5,1,1004260009,0,3601,986242,202336,12c,,102 001,10204,,0,,1,,,18v2,429.5450748,4792.36414
MN,1709,20,111,178,2001,4,8,10029,L026,25,12,2100,1,11,2B,475 EAST 115 STREET,R7A,,,,,,,,,,N,M3,8,0,X,LITTLE SISTERS OF THE,1513,4112,4112,0,0,0,0,0,0,4112,2,1,4,0,1,20,75.63,20,52,,3,N,5,1,24750,122400,24750,122400,1910,0,0,,,0,0,0,1,2.72,4,0,4,1,1017090020,0,178,1002537,228820,6b,,108N077,10606,,1017090016,02/07/1990,1,,1,18v2,198.7578276,1553.091742
MN,2069,46,109,235.01,1001,6,9,10032,L034,30,17,710,1,9,3B,876 ST NICHOLAS AVENUE,R7A,,,,,,,,,,N,M9,8,0,X,HWAY CHRISTIAN CH CHR,3402,5942,5942,0,0,0,0,0,0,5942,2,1,2,0,1,40,106.58,32,100,,3,Y,5,2,55800,248400,55800,248400,1974,0,0,,,0,0,0,1,1.75,4,0,4,1,1020690046,0,23501,1000452,241583,3b,,111N064,10710,,0,,1,,,18v2,283.2538829,3784.525306
MN,2041,60,110,221.02,1004,5,9,10030,L028,32,11,8510,1,10,4A,308 WEST 139 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,GRACE CONG CH OF HARL,4996,3182,3182,0,0,0,0,0,0,3182,2,1,1,0,1,50,99.92,35,88,,1,N,5,2,105750,223200,105750,223200,1920,0,0,,,0,0,0,1,0.64,3.44,0,6.5,1,1020410060,0,22102,999346,237710,6a,,111S024,10709,,0,,1,,,18v2,309.4119166,5356.194856
MN,462,7,103,38,1004,1,2,10003,E028,9,14,6500,1,3,4B,6 TARAS SHEVCHENKO PL,R8B,,,,,,,,,,N,M1,8,0,X,ORDER-ST BASIL THE GR,10444,51300,51300,0,0,0,0,0,0,51300,2,1,1,0,3,96,113.58,73,113,,2,Y,3,2,1057500,8401500,1057500,8401500,1976,0,0,,,0,0,0,1,4.91,4,0,4,1,1004620007,0,38,987096,204653,12c,,102 018,10205,,0,,1,,,18v2,426.0165882,10781.46179
MN,390,5,103,26.02,2001,1,2,10009,L011,9,14,6700,1,3,4A,121 AVENUE B,R8B,R7A,,,,,,,,,Y,M1,8,0,X,>T BRIDGETS R C CHURC,15261,28564,28564,0,28564,0,0,0,0,0,2,1,4,0,1,78,140,68,95,,3,Y,3,0,912150,5067450,912150,5067450,1900,2009,0,,,0,0,0,1,1.87,4,0,4,1,1003900005,0,2602,989650,203515,12c,,102 022,10203,,0,,1,,1,18v2,779.7194608,17187.0597
MN,1932,9,110,224,2002,5,9,10027,E037,28,11,1200,1,10,1A,259 WEST 126 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,TRINITY AME CHURCH,1998,2970,2970,0,0,0,0,0,0,2970,2,1,2,0,1,20,99.92,20,50,E,1,N,5,2,27900,78300,27900,78300,1920,1983,0,,,0,0,0,1,1.49,3.44,0,6.5,1,1019320009,0,224,998172,234633,6a,,107N086,10705,,0,,1,,,18v2,247.7046683,2157.618552
MN,1535,33,108,154,8000,2,5,10128,L013,19,12,3300,1,8,5B,234 EAST 90 STREET,R8B,,,,,,,,,,N,M1,8,0,X,C O O LADY GOOD COUNS,11195,16686,16686,0,0,0,0,0,0,16686,2,1,4,0,1,100,100.71,93,98,E,2,Y,5,1,1966500,3556800,1966500,3556800,1910,0,0,,,0,0,0,1,1.49,4,0,4,1,1015350033,0,154,997823,223690,9a,,108S035,10514,,0,,1,,,18v2,456.8604654,11430.41349
MN,895,10,106,80,2002,2,4,10016,E021,17,14,5300,1,6,2B,109 EAST 39 STREET,R8B,,,,,,,,,,N,M9,8,0,X,JEWISH SCIENCE ETC.,2469,7842,7842,0,0,0,0,0,0,7842,2,1,4,5,7,25,98.75,25,76,,3,N,5,1,404550,878850,404550,878850,1915,0,0,,,0,0,0,1,3.18,4,0,4,1,1008950010,0,80,990298,212557,8d,,104 032,10307,,0,,1,,,18v2,249.5498681,2471.851468
MN,1535,37,108,154,8000,2,5,10128,L013,19,12,3300,1,8,5B,230 EAST 90 STREET,R8B,,,,,,,,,,N,M3,8,0,X,RC CH LADY GOOD COUNS,1392,5567,5567,0,0,0,0,0,0,5567,2,1,5,0,1,25,55.71,20,55.67,,3,N,5,1,246600,688950,246600,688950,1910,0,0,,,0,0,0,1,4,4,0,4,1,1015350037,0,154,997787,223740,9a,,108S035,10514,,0,,1,,,18v2,166.9689852,1501.504346
