Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BOTH,HistDist Only,Landmark Only,Neither,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,Shape_Leng,Shape_Area
MN,2014,55,110,232,1000,5,9,10039,E059,32,11,800,1,10,4B,160 WEST 146 STREET,C8-3,,,,,,,,,,N,M1,8,0,X,GREATER HOOD MEM CHUR,13630,12000,12000,0,0,0,0,0,0,12000,2,1,1,0,1,130,99.92,93,130,,3,Y,5,1,172800,713250,172800,713250,1946,0,0,,,0,0,0,1,0.88,0,2,6.5,1,1020140055,0,232,1001421,238685,6a,,111N053,10708,,0,,1,,,18v2,482.249145,13778.76588
MN,1426,27,108,126,2000,2,4,10021,L016,19,13,4200,1,8,2A,252 EAST 72 STREET,R10A,,,,C1-5,,TA,,,,N,M1,8,0,,259 EAST 72 OWNER LLC,4146,4960,4960,0,0,0,0,0,0,4960,2,1,2,0,1,40.58,102.17,40.58,102,,3,N,5,2,873000,1535400,0,0,1905,1987,0,,,0,0,0,1,1.2,10,0,10,1,1014260027,0,126,995620,219350,8c,,1.06E+61,10510,,0,,1,,,18v2,287.3229474,4019.440298
MN,2084,33,109,237,3007,6,7,10031,L034,30,17,610,1,9,3B,1868 AMSTERDAM AVENUE,R7A,,,,,,,,,,N,M3,8,0,X,ST LUKES A M E CHURCH,2500,3096,3096,0,0,0,0,0,0,3096,2,1,3,0,1,25,100,21,50,,1,N,5,1,35100,119250,35100,119250,1926,1983,0,,,0,0,0,1,1.24,4,0,4,1,1020840033,0,237,999626,241717,3b,,111N063,10710,,0,,1,,,18v2,253.2547059,2578.984668
MN,2058,32,109,227,1002,6,7,10031,L023,30,17,720,1,9,3B,469 WEST 142 STREET,R6A,,,,C1-4,,,,,,N,M2,8,0,,RC CH OUR LADY OF LOU,1898,4020,4020,0,0,0,0,0,0,4020,2,1,3,1,3,19,99.92,19,50,,3,N,5,1,34200,107100,25655,80334,1926,0,0,Hamilton Heights Historic District Extension,,0,1,0,0,2.12,3,0,3,1,1020580032,0,227,998528,239235,6a,,111S038,10710,,0,,1,,,18v2,244.5840432,1948.96483
MN,2084,34,109,237,3007,6,7,10031,L034,30,17,610,1,9,3B,1870 AMSTERDAM AVENUE,R7A,,,,,,,,,,N,M1,8,0,X,ST LUKES METH EPIS CH,7492,4840,4840,0,0,0,0,0,0,4840,2,1,1,0,1,74.92,100,58,88,,1,N,3,0,108000,279000,108000,279000,1900,0,0,,,0,0,0,1,0.65,4,0,4,1,1020840034,0,237,999651,241763,3b,,111N063,10710,,0,,1,,,18v2,360.101408,7981.367298
MN,613,17,102,73,6000,2,3,10014,Q018,6,15,6400,1,2,2K,232 WEST 11 STREET,R6,,,,,,,,,,N,M1,8,0,X,GREATER NEW YORK CORP,8295,12890,12890,0,0,0,0,0,0,12890,2,1,2,0,2,76,116,76,112,E,3,Y,5,2,1017000,1721700,1017000,1721700,1920,0,0,Greenwich Village Historic District,,0,1,0,0,1.55,2.43,0,4.8,1,1006130017,0,73,983493,207449,12a,,103 015,10209,,0,,1,,,18v2,388.0445609,8443.319167
MN,2058,33,109,227,1002,6,7,10031,L023,30,17,720,1,9,3B,465 WEST 142 STREET,R6A,,,,,,,,,,N,M1,8,0,X,RC CH OUR LADY OF LOU,7494,6633,6633,0,0,0,0,0,0,6633,2,1,1,0,1,75,99.92,75,90,,3,N,5,2,91800,381600,91800,381600,1902,0,0,Hamilton Heights Historic District Extension,INDIVIDUAL LANDMARK,1,0,0,0,0.89,3,0,3,1,1020580033,0,227,998570,239212,6a,,111S038,10710,,0,,1,,,18v2,358.2984936,7830.985296
MN,2084,37,109,237,3007,6,7,10031,L034,30,17,610,1,9,3A,504 WEST 153 STREET,R6A,R7A,,,,,,,,,Y,M1,8,0,X,CHURCH/ST. CATHERINEE,4996,4996,4996,0,0,0,0,0,0,4996,2,1,1,0,1,50,99.92,50,100,,2,N,5,2,63450,183600,63450,183600,1899,0,0,,,0,0,0,1,1,3,0,3,1,1020840037,0,237,999581,241772,3b,,111N063,10710,,0,,1,,,18v2,568.1205687,6775.933595
MN,1724,49,110,208,3001,5,9,10027,L030,28,11,1300,1,10,3B,26 WEST 127 STREET,R7-2,,,,,,,,,,N,M1,8,0,,26 WEST 127 OWNER LLC,2498,2115,0,0,0,0,0,0,0,0,2,1,3,0,1,25,99.92,18,50,E,0,N,5,5,31950,68850,0,0,1920,0,0,,,0,0,0,1,0.85,3.44,0,6.5,1,1017240049,0,208,1000133,233665,6a,,107N090,10607,,0,,1,,,18v2,246.4179502,2313.066826
MN,2058,37,109,227,1002,6,7,10031,L023,30,17,720,1,9,3B,463 WEST 142 STREET,R6A,,,,,,,,,,N,M3,8,0,X,RC CH OUD LADY OF LOU,4496,13643,13643,0,0,0,0,0,0,13643,2,1,5,0,1,45,99.92,38,80,,2,N,5,2,55800,305100,55800,305100,1911,0,0,Hamilton Heights Historic District Extension,,0,1,0,0,3.03,3,0,3,1,1020580037,0,227,998623,239182,6a,,111S038,10710,,0,,1,,,18v2,299.0725409,4767.420171
MN,2084,39,109,237,3007,6,7,10031,L034,30,17,610,1,9,3A,506 WEST 153 STREET,R6A,,,,,,,,,,N,M3,8,0,X,CHURCH ST CATHERINEET,2498,4841,4841,0,0,0,0,0,0,4841,2,1,3,0,1,25,99.92,25,90,E,3,N,5,1,31950,165600,31950,165600,1926,1986,0,,,0,0,0,1,1.94,3,0,3,1,1020840039,0,237,999546,241806,3b,,111N063,10710,,0,,1,,,18v2,259.3769144,2655.228341
MN,1917,158,110,226,1001,5,9,10030,E059,32,11,1200,1,10,3B,168 WEST 133 STREET,R7-2,,,,,,,,,,N,M1,8,0,,BETHLEHEM MORIAH BAPT,1699,2550,2550,0,0,0,0,0,0,2550,2,1,3,0,1,17,99.92,17,48,,3,N,5,1,30600,85050,0,0,1880,1982,0,,,0,0,0,1,1.5,3.44,0,6.5,1,1019170158,0,226,999708,235681,6a,,111S007,10704,,0,,1,,,18v2,236.8644113,1706.157287
MN,2242,51,112,303,2002,6,10,10034,E095,34,17,110,1,12,4B,4967 BROADWAY,R7A,,,,C2-4,,,,,,N,M1,8,0,X,RC CH GOOD SHEPHERD,31675,21791,21791,0,0,0,0,0,0,21791,2,2,1,0,2,100.67,280.33,74,186,,1,Y,3,0,591750,1585350,591750,1585350,1936,0,0,,,0,0,0,1,0.69,4,0,4,1,1022420051,0,303,1006266,255705,3a,,112 064,10804,,0,,1,,,18v2,799.0507654,31533.99909
MN,613,23,102,73,6000,2,3,10014,Q018,6,15,6400,1,2,2K,224 WEST 11 STREET,R6,,,,,,,,,,N,M9,8,0,X,"RECTOR, CHURCH WARDEN",12100,19365,14865,4500,14865,0,0,0,0,0,2,4,4,0,5,100,125,25.84,80,,2,N,3,0,1391400,2362500,1391400,2362500,1920,0,0,Greenwich Village Historic District,,0,1,0,0,1.6,2.43,0,4.8,1,1006130023,0,73,983658,207475,12a,,103 015,10209,,0,,1,,,18v2,460.1942422,12588.44139
MN,276,2,103,8,3000,2,1,10002,E009,5,14,7800,1,3,1A,5 MONROE STREET,R7-2,,,,,,,,,,N,M1,8,0,X,CHURCH OF ST JOSEPH,2643,11939,11939,0,0,0,0,0,0,11939,2,1,6,0,0,26.08,101.33,26.08,75,,0,Y,5,0,186300,409500,186300,409500,1900,0,0,,,0,0,0,1,4.52,3.44,0,6.5,1,1002760002,0,8,985275,198545,12d,,101S028,10107,,0,,1,,,18v2,265.9127745,2930.965463
MN,2084,47,109,237,3007,6,7,10031,L034,30,17,610,1,9,3A,524 WEST 153 STREET,R6A,,,,,,,,,,N,M3,8,0,,NEIGHBORHOOD PARTNERS,1998,3234,3234,0,0,0,0,0,0,3234,2,1,3,3,6,20,99.92,20,52,,3,N,5,2,25200,107550,0,0,1926,1988,0,,,0,0,0,1,1.62,3,0,3,1,1020840047,0,237,999367,241905,3b,,111N063,10710,,0,,1,,,18v2,249.3674873,2166.820781
MN,2084,48,109,237,3007,6,7,10031,L034,30,17,610,1,9,3A,526 WEST 153 STREET,R6A,,,,,,,,,,N,M1,8,0,,RUSSIAN HOLY FATHERS',2498,3234,3234,0,0,0,0,0,0,3234,2,1,1,0,1,25,99.92,25,66,,2,N,5,1,28350,101700,0,0,1962,0,0,,,0,0,0,1,1.29,3,0,3,1,1020840048,0,237,999347,241916,3b,,111N063,10710,,0,,1,,,18v2,256.9100724,2561.864673
MN,1426,120,108,126,2000,2,4,10021,L016,19,13,4200,1,8,2A,257 EAST 71 STREET,C1-9,,,,,,TA,,,,N,M4,8,0,,259 EAST 72 OWNER LLC,1890,3640,3640,0,0,0,0,0,0,3640,2,2,3,0,1,18.5,102.17,18.5,50,,0,N,5,2,459000,783000,0,0,1910,0,0,,,0,0,0,1,1.93,10,2,10,1,1014260120,0,126,995560,219264,8c,,1.06E+61,10510,,0,,1,,,18v2,244.5743629,1881.11636
MN,1426,121,108,126,2000,2,4,10021,L016,19,13,4200,1,8,2A,259 EAST 71 STREET,C1-9,,,,,,TA,,,,N,M3,8,0,,259 EAST 72 OWNER LLC,1890,3640,3640,0,0,0,0,0,0,3640,2,1,3,0,1,18.5,102.17,18.5,50,E,0,N,5,2,459000,840600,0,0,1910,0,0,,,0,0,0,1,1.93,10,2,10,1,1014260121,0,126,995576,219254,8c,,1.06E+61,10510,,0,,1,,,18v2,247.2755446,2019.497388
MN,1724,69,110,208,3001,5,9,10027,L030,28,11,1300,1,10,1B,338 LENOX AVENUE,R7-2,,,,C2-4,,,,,,N,M1,8,0,X,HARLEM CHURCH OF CHRI,4292,4290,4290,0,0,0,0,0,0,4290,2,1,1,0,1,50.5,85,59,83,,2,N,3,0,59850,207000,59850,207000,1983,0,0,,,0,0,0,1,1,3.44,0,6.5,1,1017240069,0,208,999678,233944,6a,,107N090,10607,,0,,1,,,18v2,272.1535023,4322.483728
MN,1347,32,106,108,5000,2,5,10022,E008,17,13,4900,1,6,3B,348 EAST 55 STREET,R8B,,,,,,,,,,N,M3,8,0,X,ROMAN CATHOLIC CHURCH,2242,6365,6365,0,0,0,0,0,0,6365,2,2,5,0,2,22.33,100.42,22,55,,3,N,5,2,484650,1193400,484650,1193400,1930,0,0,,,0,0,0,1,2.84,4,0,4,1,1013470032,0,108,994060,215097,8d,,1.06E+54,10507,,0,,1,,,18v2,255.1540595,2456.260415
MN,1036,37,104,121,5000,2,3,10036,E054,18,15,4500,1,4,3A,308 WEST 46 STREET,R8,C6-4,,,C1-5,,CL,,,,Y,M1,8,0,X,DEPT OF GENERAL SERVI,9225,17568,17568,0,0,0,0,0,0,17568,2,1,4,0,2,91.67,100.42,92,100,,3,N,5,2,1413000,2476350,1413000,2476350,1922,0,0,,,0,0,0,1,1.9,6.02,0,6.5,1,1010360037,0,121,987377,216118,8d,Y,105N044,10403,,0,,1,,,18v2,390.4554635,9488.584489
MN,1234,61,107,175,5001,3,6,10024,E074,24,16,3120,1,7,3B,552 WEST END AVENUE,R10A,,,,,,,,,,N,M1,8,0,X,ST IGNATIUS PROT EPIS,7571,8663,8663,0,0,0,0,0,0,8663,2,1,3,0,1,75.67,100,72,93,,3,N,3,2,1413000,2223900,1413000,2223900,1901,1989,0,Riverside-West End Historic District Extension I,,0,1,0,0,1.14,10,0,10,1,1012340061,0,175,990573,226827,5d,,107S019,10409,,0,,1,,,18v2,380.0006681,8881.000565
MN,1667,37,111,188,4001,4,8,10035,L026,25,12,2100,1,11,2B,220 EAST 118 STREET,R7A,,,,,,,,,,N,M1,8,0,,118 STANDARD REALTY L,5046,1500,1500,0,0,0,0,0,0,1500,2,2,1,0,2,50,100.92,39,67,,1,N,5,2,55350,101700,0,0,1920,0,0,,,0,0,0,1,0.3,4,0,4,1,1016670037,0,188,1001366,230246,6b,,108N075,10604,,0,,1,,,18v2,304.3479095,5031.40518
MN,175,22,101,33,1003,2,1,10013,L001,1,15,7700,1,1,3B,47 WHITE STREET,C6-2A,,,,,,,,,,N,M1,8,0,X,CIVIC CENTRE SYNAGOGU,4996,12563,12563,0,12563,0,0,0,0,0,2,1,2,0,2,50.08,100,50,99,,3,Y,5,2,422550,2093400,422550,2093400,1967,0,0,Tribeca East Historic District,,0,1,0,0,2.51,6.02,6,6.5,1,1001750022,0,33,983077,200985,12a,,101S033,10105,,0,,1,,,18v2,309.1490869,5178.726728
MN,1234,64,107,175,5001,3,6,10024,E074,24,16,3120,1,7,3B,550 WEST END AVENUE,R10A,,,,,,,,,,N,M3,8,0,X,ST PAULS M E CHURCH,2200,6030,6030,0,0,0,0,0,0,6030,2,1,4,0,1,22,100,22,60,E,0,N,5,2,459000,783000,459000,783000,1910,0,0,Riverside-West End Historic District Extension I,,0,1,0,0,2.74,10,0,10,1,1012340064,0,175,990547,226781,5d,,107S019,10409,,0,,1,,,18v2,258.0004501,2354.004255
MN,1284,6,105,94,1001,2,4,10017,L004,18,13,4800,1,5,2B,5 EAST 48 STREET,C5-3,C5-2.5,,,,,MiD,,,,Y,M1,8,0,X,SWEDISH SEAMENS CHURC,2600,10369,10369,0,0,0,0,0,0,10369,2,1,4,0,2,26,100.42,26,89,,3,N,5,2,918000,1908450,918000,1908450,1920,0,0,,,0,0,0,1,3.99,10,15,15,1,1012840006,0,94,990515,215154,8d,,104 047,10503,,0,,1,,,18v2,257.4206949,2605.351227
MN,746,28,104,93,2001,2,3,10011,L012,10,15,5200,1,4,1B,315 WEST 22 STREET,R7B,,,,,,,,,,N,M1,8,0,,ABRAHAM FELDSTEIN,5859,8583,8583,0,0,0,0,0,0,8583,2,1,2,0,1,59.33,98.75,59,96,,3,N,5,2,598500,1225800,598500,1154250,1910,1987,0,Chelsea Historic District Extension,,0,1,0,0,1.46,3,0,3,1,1007460028,0,93,984350,210757,8d,,105S007,10303,,0,,1,,,18v2,316.3261013,5789.792626
MN,1347,47,106,108,5000,2,5,10022,E008,17,13,4900,1,6,3B,308 EAST 55 STREET,R8B,,,,,,,,,,N,M3,8,0,X,CONG BNEI LEIVI,5020,5140,5140,0,0,0,0,0,0,5140,2,2,1,1,3,50,100.42,38,68,,2,N,5,2,795600,1225800,795600,1225800,1900,0,0,,,0,0,0,1,1.02,4,0,4,1,1013470047,0,108,993716,215286,8d,,1.06E+54,10507,,0,,1,,,18v2,309.094757,5259.726996
MN,746,59,104,93,2001,2,3,10011,L012,10,15,5200,1,4,2A,330 WEST 23 STREET,C1-6A,,,,,,,,,,N,M9,8,0,X,LEO HOUSE FOR GERMAN,2417,8000,8000,0,0,0,0,0,0,8000,2,1,5,0,1,24.48,98.75,25,54,,3,N,5,0,378900,933750,378900,933750,1926,2011,0,,,0,0,0,1,3.31,4,2,4,1,1007460059,0,93,984305,210900,8d,,105S007,10303,,1007460058,05/14/2010,1,,,18v2,260.8021077,2592.953471
MN,2085,20,109,237,3000,6,7,10032,L034,30,17,610,1,9,3A,550 WEST 155 STREET,R7-2,R8,,,,,,,,,Y,M1,8,0,,RECTOR CHURCHWARDNSET,41600,28410,28410,0,0,0,0,0,0,28410,2,1,3,0,1,140,272.5,50,85,,0,Y,3,0,486000,1749150,0,0,1920,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,0.68,3.44,0,6.5,1,1020850020,0,237,999374,242462,3b,,111N071,10710,,0,,1,,,18v2,959.2964325,44423.05875
MN,746,60,104,93,2001,2,3,10011,L012,10,15,5200,1,4,2A,334 WEST 23 STREET,C1-6A,,,,,,,,,,N,M9,8,0,X,LEO HOUSE FOR GERMAN,4950,32000,32000,0,0,0,0,0,0,32000,2,1,0,0,1,0.11,0,0,0,,3,N,0,0,783000,2502000,783000,2502000,1926,1985,0,,,0,0,0,1,6.46,4,2,4,1,1007460060,0,93,984273,210917,8d,,105S007,10303,,1007460058,08/21/2001,1,,,18v2,307.1570318,5048.018849
MN,2085,32,109,237,3000,6,7,10032,L034,30,17,610,1,9,3A,540 WEST 155 STREET,R7-2,,,,,,,,,,N,M3,8,0,,RECTOR CHURCHWARDNSET,3898,7915,7915,0,0,0,0,0,0,7915,2,1,3,0,1,52.5,74.25,52.5,74.25,,0,N,5,2,59850,319500,0,0,1926,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,2.03,3.44,0,6.5,1,1020850032,0,237,999526,242419,3b,,111N063,10710,,0,,1,,,18v2,264.1839471,4178.885769
MN,448,5,103,38,6000,1,2,10003,E028,9,14,6500,1,3,3B,112 2 AVENUE,R7A,R8B,,,C2-5,,,,,,Y,M1,8,0,X,REF PROT DUTCH CHURCH,6500,17264,17264,0,0,0,0,0,0,17264,2,1,5,0,0,52,125,52,125,,0,N,5,0,634500,1188000,634500,1188000,1900,0,0,East Village / Lower East Side Historic District,,0,1,0,0,2.66,4,0,4,1,1004480005,0,38,987600,204376,12c,,102 019,10205,,0,,1,,,18v2,358.8487173,6737.292973
MN,448,9,103,38,6000,1,2,10003,E028,9,14,6500,1,3,4B,50 EAST 7 STREET,R8B,,,,,,,,,,N,M3,8,0,X,REF PROT DUTCH CHURCH,2271,11500,11500,0,0,0,0,0,0,11500,2,1,5,0,1,25,90.83,25,90.83,,0,N,5,0,141300,324450,141300,324450,1900,2013,0,East Village / Lower East Side Historic District,,0,1,0,0,5.06,4,0,4,1,1004480009,0,38,987669,204346,12c,,102 019,10205,,0,,1,,,18v2,242.1986147,2452.004871
MN,355,41,103,30.01,3001,1,2,10002,L018,7,14,6600,1,3,2A,172 NORFOLK STREET,R7A,,,,,,,,,,N,M1,8,0,,ARBOL 172 CORP.,7500,6344,6344,0,0,0,0,0,0,6344,2,1,1,0,1,75,100,60,94,,3,N,5,2,357750,675450,0,0,1920,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,0.85,4,0,4,1,1003550041,0,3001,988222,202008,12c,,102 004,10201,,0,,1,,,18v2,355.0800531,7681.941322
MN,1774,9,111,196,3001,5,9,10035,L014,25,11,1600,1,11,3B,115 EAST 125 STREET,C4-4D,,,,,,125th/TA,,,,N,M1,8,0,X,LATIN AMERICA PENTECO,5000,10000,10000,0,0,600,0,0,0,9400,2,1,2,0,1,100,50,100,50,,2,N,5,2,105750,400500,105750,400500,1920,0,0,,,0,0,0,1,2,6.02,3.4,6.5,1,1017740009,0,196,1001434,232500,6a,,108N082,10609,,0,,1,,,18v2,309.9623884,5468.547557
MN,1559,5,108,136,4001,2,5,10075,E022,19,13,3800,1,8,3B,409 EAST 79 STREET,R8B,R10A,,,,,,,,,Y,M1,8,0,X,ST MONICAS CH & SCHOO,27273,70081,48166,11442,0,0,0,0,0,12867,2,4,1,0,3,100,204.34,80,123,,3,Y,4,2,5805000,11433600,5805000,11433600,1905,0,0,,,0,0,0,1,2.57,4,0,4,1,1015590005,0,136,997636,220695,9a,,108S015,10516,,0,,1,,,18v2,788.469849,27681.98094
MN,1559,9,108,136,4001,2,5,10075,E022,19,13,3800,1,8,3B,413 EAST 79 STREET,R10A,,,,,,,,,,N,M3,8,0,,ST MONICAS ROMAN,2554,9587,7748,0,0,0,0,0,0,7748,2,1,4,0,1,25,102.17,25,74,E,2,N,5,1,549000,1017450,549000,958050,1887,0,0,,,0,0,0,1,3.75,10,0,10,1,1015590009,0,136,997632,220624,9a,,108S015,10516,,0,,1,,,18v2,264.0988144,2822.905372
MN,1950,29,110,257,1002,5,9,10027,L040,28,11,8520,1,10,1A,302 WEST 124 STREET,C4-4D,,,,,,,,,,N,M1,8,0,,SOUL SAVING STA OF ET,22692,36000,36000,0,0,0,0,0,0,36000,2,1,5,0,1,150,201.08,73,95,,2,Y,3,2,526500,1165050,315900,699030,1926,1963,0,,,0,0,0,1,1.59,6.02,3.4,6.5,1,1019500029,0,257,997477,234159,6a,,107N084,10706,,0,,1,,,18v2,711.2320865,23172.42797
MN,1286,1,105,102,1011,2,4,10022,L004,18,13,4800,1,5,2B,631 5 AVENUE,C5-3,C5-2.5,,,,,MiD,,,,Y,M1,8,0,X,ST PATRICKS CATHEDRAL,84350,48550,48550,0,48550,0,0,0,0,0,2,4,1,0,1,200.83,420,200.83,420,,0,Y,3,0,82964250,114349500,82964250,114349500,1910,2012,0,,INDIVIDUAL LANDMARK,0,0,1,0,0.58,10,15,15,1,1012860001,0,102,990855,215621,8d,,104 048,10503,,0,,1,,,18v2,1260.745617,87605.26275
MN,1774,61,111,196,3001,5,9,10035,L014,25,11,1600,1,11,3A,110 EAST 126 STREET,C4-4D,,,,,,125th/TA,,,,N,M1,8,0,X,LATIN AMERICA PENTECO,14983,11880,11880,0,0,0,0,0,0,11880,2,1,1,0,1,100,149.83,75,150,,2,N,5,2,281250,607950,281250,607950,1917,0,0,,,0,0,0,1,0.79,6.02,3.4,6.5,1,1017740061,0,196,1001483,232590,6a,,108N082,10609,,0,,1,,,18v2,503.607246,15213.46164
MN,2134,39,112,241,2001,6,7,10032,L034,33,17,610,1,12,1B,624 WEST 156 STREET,R8,,,,,,,,,,N,M1,8,0,X,CHUR OUR LADY ESPERAN,4996,16500,16500,0,0,0,0,0,0,16500,2,1,3,0,1,50,99.92,50,100,,2,N,5,0,141300,890550,141300,890550,1928,0,0,Audubon Terrace Historic District,,0,1,0,0,3.3,6.02,0,6.5,1,1021340039,0,241,998924,243085,3b,,111N070,10802,,0,,1,,,18v2,305.5463019,5032.050026
MN,276,59,103,8,3000,2,1,10038,E009,5,14,7800,1,3,1A,53 CATHERINE STREET,R7-2,,,,C1-5,,,,,,N,M1,8,0,X,CHURCH OF ST JOSEPH,7673,38000,38000,0,0,0,0,0,0,38000,2,1,5,0,1,75.25,107,72,104,,2,Y,3,2,459000,1617750,459000,1617750,1924,0,0,,,0,0,0,1,4.95,3.44,0,6.5,1,1002760059,0,8,985212,198525,12d,,101S028,10107,,0,,1,,,18v2,363.1045681,8010.019297
MN,1236,5,107,175,4001,3,6,10024,E074,24,16,3120,1,7,3R,257 WEST 88 STREET,R10A,,,,,,,,,,N,M1,8,0,X,CONGREGATION BNAI JES,8980,21500,21500,0,0,0,0,0,0,21500,2,1,3,0,1,89.17,100.67,79,89,E,0,N,5,0,1791000,2956050,1791000,2956050,1917,0,0,Riverside-West End Historic District,,0,1,0,0,2.39,10,0,10,1,1012360005,0,175,990850,227139,5d,,107S020,10409,,0,,1,,,18v2,385.5254317,9234.836303
MN,2023,48,110,228,4000,5,9,10030,L028,32,11,1000,1,10,3A,226 WEST 138 STREET,R7-2,,,,,,,,,,N,M9,8,0,,CHURCH COMMUNITIES IN,2107,5656,3868,1788,0,0,0,0,0,3868,2,1,3,3,3,21.08,99.92,21,58,,3,N,5,1,15755,67501,0,0,1910,2003,0,St. Nicholas Historic District,,0,1,0,0,2.68,3.44,0,6.5,1,1020230048,0,228,999787,237169,6a,,111S025,10708,,0,,1,,,18v2,238.8198797,2045.94402
MN,748,5,104,93,1001,2,3,10011,L024,10,15,5200,1,4,2A,359 WEST 24 STREET,R8,,,,,,,,,,N,M1,8,0,X,ST ELEUTHERIUS CHUR,13325,9441,9441,0,0,0,0,0,0,9441,2,1,1,0,0,81,128.75,47,95.17,,0,Y,5,0,1444500,2614500,1444500,2614500,1975,1964,0,,,0,0,0,1,0.71,6.02,0,6.5,1,1007480005,0,93,984215,211461,8d,,105S007,10303,,0,,1,,,18v2,491.0914596,13282.89304
MN,884,30,106,72,4002,2,2,10016,E016,13,14,5300,1,6,2A,141 EAST 28 STREET,R8B,,,,,,,,,,N,M1,8,0,X,ST STEPHENS RC CHURCH,29131,63588,63588,0,0,0,0,0,0,63588,2,2,2,0,0,175,197.67,100,197.5,,0,Y,5,0,3941100,6696000,3941100,6696000,1898,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,2.18,4,0,4,1,1008840030,0,72,989403,209817,8d,,104 019,10307,,0,,1,,,18v2,791.2934608,30022.05753
MN,1892,59,107,195,2001,3,6,10025,E076,24,16,2310,1,7,5B,322 WEST 108 STREET,R8B,,,,,,,,,,N,M1,8,0,,NOUR FOUNDATION,2523,8780,8780,0,0,0,0,0,0,8780,2,1,5,6,8,25,100.92,25,63,,0,N,5,2,138150,608400,138150,483059,1910,0,0,Riverside-West End Historic District Extension II,,0,1,0,0,3.48,4,0,4,1,1018920059,0,195,992963,231863,5d,,107S042,10703,,0,,1,,,18v2,249.3479819,2299.833305
MN,749,15,104,93,1000,2,3,10001,L024,10,15,5200,1,4,2A,343 WEST 25 STREET,R8,,,,,,,,,,N,M3,8,0,,ROMAN CATHOLIC CHURCH,4444,7925,7925,0,0,0,0,0,0,7925,2,1,3,0,2,45,98.75,42,96,,2,N,5,1,428400,771300,0,0,1927,0,0,,,0,0,0,1,1.78,6.02,0,6.5,1,1007490015,0,93,984480,211608,8d,,105S008,10303,,0,,1,,,18v2,303.6404423,4740.583392
MN,749,17,104,93,1000,2,3,10001,L024,10,15,5200,1,4,2A,341 WEST 25 STREET,R8,,,,,,,,,,N,M1,8,0,,RC CHUR OF ST COLUMBU,12838,31797,31797,0,0,0,0,0,0,31797,2,1,1,0,3,130,98.75,130,96,,3,N,5,2,1444500,3556800,0,0,1927,1986,0,,,0,0,0,1,2.48,6.02,0,6.5,1,1007490017,0,93,984557,211566,8d,,105S008,10303,,0,,1,,,18v2,477.729642,14126.17853
MN,749,23,104,93,1000,2,3,10001,L024,10,15,5200,1,4,2A,329 WEST 25 STREET,R8,,,,,,,,,,N,M1,8,0,,ST COLUMBAS RC CHUR,2469,7300,7300,0,0,0,0,0,0,7300,2,1,5,0,1,25,98.75,23,64,,2,N,5,2,260100,738900,0,0,1962,1988,0,,,0,0,0,1,2.96,6.02,0,6.5,1,1007490023,0,93,984625,211529,8d,,105S008,10303,,0,,1,,,18v2,260.7003371,2454.211555
MN,749,69,104,93,1000,2,3,10001,L024,10,15,5200,1,4,2A,348 WEST 26 STREET,R8,,,,,,,,,,N,M1,8,0,X,AMER PROT DEFENSE LEA,4938,10866,10866,0,0,0,0,0,0,10866,2,1,3,0,1,50,98.75,50,98,,2,N,5,2,490500,1288800,490500,1288800,1855,1983,0,,,0,0,0,1,2.2,6.02,0,6.5,1,1007490069,0,93,984489,211723,8d,,105S008,10303,,0,,1,,,18v2,306.8980636,5248.08657
MN,277,5,103,8,2000,2,1,10002,E009,5,14,7800,1,3,1A,83 MADISON STREET,R7-2,,,,,,,,,,N,M1,8,0,X,CHURCH OF ST JOSEPH,5029,7556,7556,0,0,0,0,0,0,7556,2,1,3,0,2,50,100.58,43,62,,2,N,5,2,351450,934650,351450,934650,1957,0,0,,,0,0,0,1,1.5,3.44,0,6.5,1,1002770005,0,8,985335,198816,12d,,101S029,10107,,0,,1,,,18v2,303.7101773,5054.418013
